ValueDate,MVA,MVAr,MW
2026-02-25T00:05:00+00:00,6.838,0.248,-7.097
2026-02-25T00:10:00+00:00,6.971,0.366,-7.235
2026-02-25T00:15:00+00:00,7.03,0.364,-7.267
2026-02-25T00:20:00+00:00,6.998,0.318,-7.232
2026-02-25T00:25:00+00:00,7.083,0.356,-7.316
2026-02-25T00:30:00+00:00,7.126,0.332,-7.386
2026-02-25T00:35:00+00:00,7.138,0.204,-7.39
2026-02-25T00:40:00+00:00,7.129,0.371,-7.367
2026-02-25T00:45:00+00:00,7.126,0.343,-7.35
2026-02-25T00:50:00+00:00,6.983,0.296,-7.214
2026-02-25T00:55:00+00:00,7.052,0.248,-7.308
2026-02-25T01:00:00+00:00,7.024,0.35,-7.268
2026-02-25T01:05:00+00:00,7.253,0.323,-7.524
2026-02-25T01:10:00+00:00,7.297,0.282,-7.558
2026-02-25T01:15:00+00:00,7.342,0.124,-7.614
2026-02-25T01:20:00+00:00,7.293,0.246,-7.55
2026-02-25T01:25:00+00:00,7.311,0.17,-7.6
2026-02-25T01:30:00+00:00,7.153,0.085,-7.429
2026-02-25T01:35:00+00:00,7.266,0.244,-7.564
2026-02-25T01:40:00+00:00,7.213,0.284,-7.502
2026-02-25T01:45:00+00:00,7.157,0.286,-7.45
2026-02-25T01:50:00+00:00,7.028,0.182,-7.357
2026-02-25T01:55:00+00:00,7.191,0.211,-7.519
2026-02-25T02:00:00+00:00,7.063,0.339,-7.352
2026-02-25T02:05:00+00:00,7.13,0.413,-7.453
2026-02-25T02:10:00+00:00,7.14,0.649,-7.464
2026-02-25T02:15:00+00:00,7.102,0.527,-7.413
2026-02-25T02:20:00+00:00,7.068,0.458,-7.381
2026-02-25T02:25:00+00:00,7.043,0.31,-7.354
2026-02-25T02:30:00+00:00,7.078,0.434,-7.384
2026-02-25T02:35:00+00:00,6.984,0.523,-7.291
2026-02-25T02:40:00+00:00,6.987,0.292,-7.291
2026-02-25T02:45:00+00:00,7.057,0.404,-7.36
2026-02-25T02:50:00+00:00,7.006,0.388,-7.332
2026-02-25T02:55:00+00:00,6.97,0.291,-7.286
2026-02-25T03:00:00+00:00,7.109,0.381,-7.437
2026-02-25T03:05:00+00:00,7.137,0.416,-7.446
2026-02-25T03:10:00+00:00,7.051,0.351,-7.343
2026-02-25T03:15:00+00:00,7.053,0.316,-7.365
2026-02-25T03:20:00+00:00,7.055,0.256,-7.354
2026-02-25T03:25:00+00:00,7.016,0.2,-7.332
2026-02-25T03:30:00+00:00,6.95,0.153,-7.235
2026-02-25T03:35:00+00:00,6.896,0.096,-7.206
2026-02-25T03:40:00+00:00,6.873,-0.004,-7.183
2026-02-25T03:45:00+00:00,6.872,0.5,-7.182
2026-02-25T03:50:00+00:00,6.712,0.522,-7.03
2026-02-25T03:55:00+00:00,6.721,0.351,-7.048
2026-02-25T04:00:00+00:00,6.669,0.432,-6.991
2026-02-25T04:05:00+00:00,6.729,0.342,-7.055
2026-02-25T04:10:00+00:00,6.792,0.248,-7.11
2026-02-25T04:15:00+00:00,6.787,0.492,-7.112
2026-02-25T04:20:00+00:00,6.689,0.52,-7.012
2026-02-25T04:25:00+00:00,6.751,0.274,-7.063
2026-02-25T04:30:00+00:00,6.695,0.479,-7.006
2026-02-25T04:35:00+00:00,6.676,0.52,-6.973
2026-02-25T04:40:00+00:00,6.588,0.436,-6.877
2026-02-25T04:45:00+00:00,6.675,0.291,-6.98
2026-02-25T04:50:00+00:00,6.688,0.265,-6.974
2026-02-25T04:55:00+00:00,6.512,0.056,-6.816
2026-02-25T05:00:00+00:00,6.515,-0.154,-6.797
2026-02-25T05:05:00+00:00,6.557,0.048,-6.886
2026-02-25T05:10:00+00:00,6.58,0.046,-6.873
2026-02-25T05:15:00+00:00,6.543,-0.36,-6.822
2026-02-25T05:20:00+00:00,6.745,-0.097,-7.031
2026-02-25T05:25:00+00:00,6.79,0.452,-7.074
2026-02-25T05:30:00+00:00,6.787,0.45,-7.078
2026-02-25T05:35:00+00:00,6.744,0.412,-7.035
2026-02-25T05:40:00+00:00,6.646,-0.018,-6.918
2026-02-25T05:45:00+00:00,6.74,0.092,-7.015
2026-02-25T05:50:00+00:00,6.736,0.4,-7.017
2026-02-25T05:55:00+00:00,6.851,0.273,-7.131
2026-02-25T06:00:00+00:00,6.973,0.177,-7.248
2026-02-25T06:05:00+00:00,7.059,0.424,-7.274
2026-02-25T06:10:00+00:00,7.179,0.292,-7.428
2026-02-25T06:15:00+00:00,7.22,0.39,-7.584
2026-02-25T06:20:00+00:00,7.455,0.278,-7.784
2026-02-25T06:25:00+00:00,7.599,0.098,-7.993
2026-02-25T06:30:00+00:00,7.837,-0.066,-8.26
2026-02-25T06:35:00+00:00,7.821,-0.051,-8.24
2026-02-25T06:40:00+00:00,7.884,-0.093,-8.313
2026-02-25T06:45:00+00:00,7.917,-0.314,-8.324
2026-02-25T06:50:00+00:00,7.963,-0.331,-8.37
2026-02-25T06:55:00+00:00,8.054,-0.382,-8.449
2026-02-25T07:00:00+00:00,8.145,-0.445,-8.542
2026-02-25T07:05:00+00:00,8.276,-0.472,-8.667
2026-02-25T07:10:00+00:00,8.448,-0.434,-8.795
2026-02-25T07:15:00+00:00,8.51,-0.484,-8.863
2026-02-25T07:20:00+00:00,8.728,-0.534,-9.048
2026-02-25T07:25:00+00:00,8.715,-0.475,-9.037
2026-02-25T07:30:00+00:00,8.677,-0.511,-9.03
2026-02-25T07:35:00+00:00,8.752,-0.537,-9.067
2026-02-25T07:40:00+00:00,8.825,-0.522,-9.12
2026-02-25T07:45:00+00:00,8.894,-0.504,-9.152
2026-02-25T07:50:00+00:00,8.788,-0.507,-9.067
2026-02-25T07:55:00+00:00,8.749,-0.523,-9.029
2026-02-25T08:00:00+00:00,8.702,-0.488,-8.966
2026-02-25T08:05:00+00:00,8.53,-0.417,-8.828
2026-02-25T08:10:00+00:00,8.543,-0.529,-8.831
2026-02-25T08:15:00+00:00,8.247,-0.489,-8.512
2026-02-25T08:20:00+00:00,5.71,-0.509,-5.91
2026-02-25T08:25:00+00:00,5.559,-0.552,-5.738
2026-02-25T08:30:00+00:00,5.471,-0.454,-5.644
2026-02-25T08:35:00+00:00,5.38,-0.478,-5.55
2026-02-25T08:40:00+00:00,5.234,-0.51,-5.408
2026-02-25T08:45:00+00:00,5.185,-0.446,-5.344
2026-02-25T08:50:00+00:00,6.314,-0.464,-6.535
2026-02-25T08:55:00+00:00,8.178,-0.464,-8.384
2026-02-25T09:00:00+00:00,8.244,-0.458,-8.465
2026-02-25T09:05:00+00:00,8.242,-0.441,-8.456
2026-02-25T09:10:00+00:00,8.171,-0.454,-8.384
2026-02-25T09:15:00+00:00,8.155,-0.45,-8.326
2026-02-25T09:20:00+00:00,8.183,-0.534,-8.369
2026-02-25T09:25:00+00:00,8.153,-0.429,-8.352
2026-02-25T09:30:00+00:00,8.033,-0.34,-8.28
2026-02-25T09:35:00+00:00,7.989,-0.294,-8.216
2026-02-25T09:40:00+00:00,7.87,-0.292,-8.154
2026-02-25T09:45:00+00:00,7.519,-0.314,-7.865
2026-02-25T09:50:00+00:00,7.712,-0.491,-8.046
2026-02-25T09:55:00+00:00,7.994,-0.484,-8.25
2026-02-25T10:00:00+00:00,7.881,-0.446,-8.114
2026-02-25T10:05:00+00:00,7.568,-0.45,-7.871
2026-02-25T10:10:00+00:00,5.044,-0.406,-5.276
2026-02-25T10:15:00+00:00,4.574,-0.42,-4.8
2026-02-25T10:20:00+00:00,5.546,-0.492,-5.723
2026-02-25T10:25:00+00:00,7.692,-0.47,-7.772
2026-02-25T10:30:00+00:00,7.454,-0.478,-7.584
2026-02-25T10:35:00+00:00,7.384,-0.458,-7.509
2026-02-25T10:40:00+00:00,7.441,-0.5,-7.514
2026-02-25T10:45:00+00:00,7.41,-0.502,-7.524
2026-02-25T10:50:00+00:00,7.325,-0.414,-7.504
2026-02-25T10:55:00+00:00,7.376,-0.402,-7.55
2026-02-25T11:00:00+00:00,7.32,-0.413,-7.546
2026-02-25T11:05:00+00:00,7.233,-0.422,-7.534
2026-02-25T11:10:00+00:00,7.379,-0.49,-7.636
2026-02-25T11:15:00+00:00,7.557,-0.516,-7.886
2026-02-25T11:20:00+00:00,7.676,-0.454,-8.008
2026-02-25T11:25:00+00:00,7.694,-0.454,-8.017
2026-02-25T11:30:00+00:00,7.53,-0.499,-7.896
2026-02-25T11:35:00+00:00,7.573,-0.444,-7.921
2026-02-25T11:40:00+00:00,7.593,-0.453,-7.827
2026-02-25T11:45:00+00:00,7.675,-0.471,-7.887
2026-02-25T11:50:00+00:00,7.588,-0.452,-7.806
2026-02-25T11:55:00+00:00,7.577,-0.452,-7.768
2026-02-25T12:00:00+00:00,7.557,-0.492,-7.763
2026-02-25T12:05:00+00:00,7.565,-0.48,-7.81
2026-02-25T12:10:00+00:00,7.486,-0.45,-7.638
2026-02-25T12:15:00+00:00,7.216,-0.377,-7.382
2026-02-25T12:20:00+00:00,7.122,-0.319,-7.289
2026-02-25T12:25:00+00:00,7.263,-0.332,-7.41
2026-02-25T12:30:00+00:00,7.014,-0.182,-7.208
2026-02-25T12:35:00+00:00,6.931,-0.194,-7.119
2026-02-25T12:40:00+00:00,6.906,-0.153,-7.101
2026-02-25T12:45:00+00:00,6.717,-0.148,-6.928
2026-02-25T12:50:00+00:00,6.686,-0.153,-6.984
2026-02-25T12:55:00+00:00,6.642,-0.132,-6.981
2026-02-25T13:00:00+00:00,6.703,-0.194,-6.916
2026-02-25T13:05:00+00:00,6.424,-0.194,-6.766
2026-02-25T13:10:00+00:00,6.435,-0.054,-6.785
2026-02-25T13:15:00+00:00,6.565,-0.098,-6.64
2026-02-25T13:20:00+00:00,6.621,-0.168,-6.798
2026-02-25T13:25:00+00:00,6.396,-0.032,-6.626
2026-02-25T13:30:00+00:00,6.686,-0.24,-6.938
2026-02-25T13:35:00+00:00,7.189,-0.262,-7.426
2026-02-25T13:40:00+00:00,7.153,-0.203,-7.35
2026-02-25T13:45:00+00:00,7.219,-0.114,-7.32
2026-02-25T13:50:00+00:00,6.838,-0.225,-7.014
2026-02-25T13:55:00+00:00,6.721,-0.335,-6.958
2026-02-25T14:00:00+00:00,6.696,-0.548,-6.832
2026-02-25T14:05:00+00:00,6.928,-0.219,-7.054
2026-02-25T14:10:00+00:00,6.652,-0.218,-6.956
2026-02-25T14:15:00+00:00,6.701,-0.322,-7.004
2026-02-25T14:20:00+00:00,6.726,-0.11,-7.034
2026-02-25T14:25:00+00:00,6.887,-0.029,-7.18
2026-02-25T14:30:00+00:00,6.92,-0.045,-7.176
2026-02-25T14:35:00+00:00,6.967,-0.074,-7.267
2026-02-25T14:40:00+00:00,6.848,-0.078,-7.168
2026-02-25T14:45:00+00:00,6.848,-0.126,-7.13
2026-02-25T14:50:00+00:00,6.844,-0.095,-7.004
2026-02-25T14:55:00+00:00,6.769,-0.06,-6.916
2026-02-25T15:00:00+00:00,6.826,-0.118,-7.048
2026-02-25T15:05:00+00:00,6.901,-0.138,-7.186
2026-02-25T15:10:00+00:00,6.907,-0.049,-7.142
2026-02-25T15:15:00+00:00,7.217,-0.13,-7.35
2026-02-25T15:20:00+00:00,7.308,-0.211,-7.412
2026-02-25T15:25:00+00:00,7.366,-0.1,-7.416
2026-02-25T15:30:00+00:00,7.228,-0.188,-7.312
2026-02-25T15:35:00+00:00,7.022,-0.398,-7.156
2026-02-25T15:40:00+00:00,5.265,-0.359,-5.373
2026-02-25T15:45:00+00:00,4.132,-0.381,-4.196
2026-02-25T15:50:00+00:00,4.225,-0.408,-4.335
2026-02-25T15:55:00+00:00,4.341,-0.356,-4.429
2026-02-25T16:00:00+00:00,4.337,-0.316,-4.462
2026-02-25T16:05:00+00:00,4.374,-0.298,-4.524
2026-02-25T16:10:00+00:00,4.459,-0.179,-4.594
2026-02-25T16:15:00+00:00,4.556,-0.17,-4.695
2026-02-25T16:20:00+00:00,4.547,-0.124,-4.672
2026-02-25T16:25:00+00:00,4.586,0.122,-4.718
2026-02-25T16:30:00+00:00,4.707,0.013,-4.861
2026-02-25T16:35:00+00:00,4.907,0.019,-5.054
2026-02-25T16:40:00+00:00,5.076,-0.005,-5.232
2026-02-25T16:45:00+00:00,5.052,-0.142,-5.265
2026-02-25T16:50:00+00:00,5.157,-0.069,-5.327
2026-02-25T16:55:00+00:00,5.286,-0.05,-5.454
2026-02-25T17:00:00+00:00,5.374,0.018,-5.556
2026-02-25T17:05:00+00:00,5.483,-0.018,-5.685
2026-02-25T17:10:00+00:00,5.573,-0.148,-5.8
2026-02-25T17:15:00+00:00,5.563,-0.029,-5.78
2026-02-25T17:20:00+00:00,5.834,-0.049,-6.068
2026-02-25T17:25:00+00:00,5.974,-0.096,-6.204
2026-02-25T17:30:00+00:00,5.94,-0.027,-6.167
2026-02-25T17:35:00+00:00,6.102,-0.014,-6.313
2026-02-25T17:40:00+00:00,6.119,-0.083,-6.352
2026-02-25T17:45:00+00:00,6.006,-0.006,-6.26
2026-02-25T17:50:00+00:00,6.051,0.044,-6.292
2026-02-25T17:55:00+00:00,6.173,-0.009,-6.414
2026-02-25T18:00:00+00:00,6.071,0.057,-6.312
2026-02-25T18:05:00+00:00,6.264,0.05,-6.496
2026-02-25T18:10:00+00:00,6.27,0.002,-6.496
2026-02-25T18:15:00+00:00,6.38,0.064,-6.601
2026-02-25T18:20:00+00:00,6.348,0.038,-6.562
2026-02-25T18:25:00+00:00,6.437,0.014,-6.682
2026-02-25T18:30:00+00:00,6.392,-0.047,-6.68
2026-02-25T18:35:00+00:00,6.481,-0.105,-6.749
2026-02-25T18:40:00+00:00,6.394,-0.126,-6.659
2026-02-25T18:45:00+00:00,6.331,0.011,-6.629
2026-02-25T18:50:00+00:00,6.382,-0.006,-6.684
2026-02-25T18:55:00+00:00,6.29,-0.069,-6.597
2026-02-25T19:00:00+00:00,6.246,-0.096,-6.566
2026-02-25T19:05:00+00:00,6.246,-0.034,-6.526
2026-02-25T19:10:00+00:00,6.218,-0.052,-6.48
2026-02-25T19:15:00+00:00,6.123,0.023,-6.4
2026-02-25T19:20:00+00:00,6.163,0.033,-6.45
2026-02-25T19:25:00+00:00,6.114,-0.128,-6.386
2026-02-25T19:30:00+00:00,6.019,-0.12,-6.296
2026-02-25T19:35:00+00:00,5.976,-0.033,-6.216
2026-02-25T19:40:00+00:00,5.962,0.082,-6.182
2026-02-25T19:45:00+00:00,5.835,0.256,-6.071
2026-02-25T19:50:00+00:00,6.011,0.031,-6.249
2026-02-25T19:55:00+00:00,6.129,-0.096,-6.37
2026-02-25T20:00:00+00:00,8.628,-0.193,-8.96
2026-02-25T20:05:00+00:00,8.705,0.266,-9.061
2026-02-25T20:10:00+00:00,8.587,0.194,-8.946
2026-02-25T20:15:00+00:00,8.621,0.244,-9.003
2026-02-25T20:20:00+00:00,8.486,0.358,-8.911
2026-02-25T20:25:00+00:00,8.503,0.306,-8.91
2026-02-25T20:30:00+00:00,8.567,0.208,-8.901
2026-02-25T20:35:00+00:00,8.59,0.238,-8.956
2026-02-25T20:40:00+00:00,8.683,0.274,-9.029
2026-02-25T20:45:00+00:00,8.638,0.269,-9.033
2026-02-25T20:50:00+00:00,8.565,0.252,-8.924
2026-02-25T20:55:00+00:00,8.411,0.211,-8.785
2026-02-25T21:00:00+00:00,8.413,0.134,-8.804
2026-02-25T21:05:00+00:00,8.439,0.064,-8.866
2026-02-25T21:10:00+00:00,8.345,0.026,-8.766
2026-02-25T21:15:00+00:00,8.202,0.147,-8.626
2026-02-25T21:20:00+00:00,8.25,0.017,-8.683
2026-02-25T21:25:00+00:00,8.28,0.036,-8.732
2026-02-25T21:30:00+00:00,8.177,0.064,-8.559
2026-02-25T21:35:00+00:00,8.252,0.061,-8.597
2026-02-25T21:40:00+00:00,8.205,0.016,-8.58
2026-02-25T21:45:00+00:00,8.209,0.016,-8.574
2026-02-25T21:50:00+00:00,8.154,0.125,-8.525
2026-02-25T21:55:00+00:00,8.155,0.229,-8.518
2026-02-25T22:00:00+00:00,8.196,0.163,-8.554
2026-02-25T22:05:00+00:00,7.865,0.189,-8.242
2026-02-25T22:10:00+00:00,7.792,0.292,-8.163
2026-02-25T22:15:00+00:00,7.727,0.392,-8.124
2026-02-25T22:20:00+00:00,7.792,0.268,-8.174
2026-02-25T22:25:00+00:00,7.809,0.222,-8.204
2026-02-25T22:30:00+00:00,7.692,0.279,-8.066
2026-02-25T22:35:00+00:00,7.576,0.247,-7.937
2026-02-25T22:40:00+00:00,7.559,0.41,-7.924
2026-02-25T22:45:00+00:00,7.446,0.393,-7.831
2026-02-25T22:50:00+00:00,7.367,0.41,-7.714
2026-02-25T22:55:00+00:00,7.26,0.396,-7.641
2026-02-25T23:00:00+00:00,7.332,0.417,-7.718
2026-02-25T23:05:00+00:00,7.273,0.27,-7.606
2026-02-25T23:10:00+00:00,7.193,0.406,-7.549
2026-02-25T23:15:00+00:00,7.31,0.416,-7.669
2026-02-25T23:20:00+00:00,7.189,0.374,-7.581
2026-02-25T23:25:00+00:00,7.07,0.368,-7.43
2026-02-25T23:30:00+00:00,6.99,0.403,-7.351
2026-02-25T23:35:00+00:00,7.191,0.374,-7.584
2026-02-25T23:40:00+00:00,7.302,0.248,-7.682
2026-02-25T23:45:00+00:00,7.256,0.314,-7.623
2026-02-25T23:50:00+00:00,7.286,0.314,-7.666
2026-02-25T23:55:00+00:00,7.217,0.118,-7.602
2026-02-26T00:00:00+00:00,7.231,0.142,-7.618
2026-02-26T00:05:00+00:00,7.5,0.454,-7.776
2026-02-26T00:10:00+00:00,7.685,0.293,-7.934
2026-02-26T00:15:00+00:00,7.752,0.101,-8.013
2026-02-26T00:20:00+00:00,7.611,0.109,-7.898
2026-02-26T00:25:00+00:00,7.617,0.114,-7.918
2026-02-26T00:30:00+00:00,7.517,0.087,-7.836
2026-02-26T00:35:00+00:00,7.768,0.148,-8.05
2026-02-26T00:40:00+00:00,7.812,0.398,-8.091
2026-02-26T00:45:00+00:00,7.928,0.369,-8.208
2026-02-26T00:50:00+00:00,7.902,0.304,-8.164
2026-02-26T00:55:00+00:00,7.959,0.254,-8.232
2026-02-26T01:00:00+00:00,7.919,0.33,-8.198
2026-02-26T01:05:00+00:00,8.239,0.402,-8.542
2026-02-26T01:10:00+00:00,8.358,0.471,-8.662
2026-02-26T01:15:00+00:00,8.156,0.462,-8.442
2026-02-26T01:20:00+00:00,8.227,0.465,-8.549
2026-02-26T01:25:00+00:00,8.196,0.457,-8.546
2026-02-26T01:30:00+00:00,8.127,0.445,-8.447
2026-02-26T01:35:00+00:00,8.226,0.417,-8.556
2026-02-26T01:40:00+00:00,8.14,0.351,-8.471
2026-02-26T01:45:00+00:00,8.232,0.348,-8.567
2026-02-26T01:50:00+00:00,8.125,0.02,-8.47
2026-02-26T01:55:00+00:00,8.201,0.073,-8.536
2026-02-26T02:00:00+00:00,7.99,0.306,-8.347
2026-02-26T02:05:00+00:00,8.24,0.083,-8.585
2026-02-26T02:10:00+00:00,8.248,0.166,-8.588
2026-02-26T02:15:00+00:00,8.218,0.202,-8.573
2026-02-26T02:20:00+00:00,8.12,0.151,-8.472
2026-02-26T02:25:00+00:00,8.1,0.032,-8.456
2026-02-26T02:30:00+00:00,8.241,-0.133,-8.572
2026-02-26T02:35:00+00:00,8.132,0.153,-8.471
2026-02-26T02:40:00+00:00,8.056,0.244,-8.4
2026-02-26T02:45:00+00:00,7.983,0.191,-8.331
2026-02-26T02:50:00+00:00,8.022,-0.21,-8.394
2026-02-26T02:55:00+00:00,7.993,0.102,-8.309
2026-02-26T03:00:00+00:00,7.995,-0.038,-8.308
2026-02-26T03:05:00+00:00,7.911,-0.216,-8.192
2026-02-26T03:10:00+00:00,7.835,-0.243,-8.108
2026-02-26T03:15:00+00:00,7.922,-0.04,-8.221
2026-02-26T03:20:00+00:00,7.907,0.035,-8.207
2026-02-26T03:25:00+00:00,8.018,-0.244,-8.34
2026-02-26T03:30:00+00:00,8.05,-0.299,-8.364
