"Settlement Date","Settlement Period","Outturn Inertia","Market Provided Inertia"
2025-05-15,34,167,153
2025-05-15,35,176,164
2025-05-15,36,176,164
2025-05-15,37,176,164
2025-05-15,38,177,161
2025-05-15,39,178,167
2025-05-15,40,181,165
2025-05-15,41,181,165
2025-05-15,42,181,165
2025-05-15,43,180,164
2025-05-15,44,178,162
2025-05-15,45,176,164
2025-05-15,46,172,157
2025-05-15,47,166,156
2025-05-15,48,158,149
2025-05-16,1,152,143
2025-05-16,2,152,142
2025-05-16,3,151,141
2025-05-16,4,151,141
2025-05-16,5,150,141
2025-05-16,6,150,140
2025-05-16,7,149,140
2025-05-16,8,150,140
2025-05-16,9,149,140
2025-05-16,10,149,140
2025-05-16,11,150,140
2025-05-16,12,150,141
2025-05-16,13,154,145
2025-05-16,14,156,147
2025-05-16,15,158,148
2025-05-16,16,160,143
2025-05-16,17,155,136
2025-05-16,18,155,137
2025-05-16,19,153,135
2025-05-16,20,145,131
2025-05-16,21,137,119
2025-05-16,22,124,95
2025-05-16,23,120,99
2025-05-16,24,119,91
2025-05-16,25,115,90
2025-05-16,26,112,91
2025-05-16,27,112,91
2025-05-16,28,112,90
2025-05-16,29,112,98
2025-05-16,30,111,89
2025-05-16,31,117,90
2025-05-16,32,114,88
2025-05-16,33,113,100
2025-05-16,34,114,91
2025-05-16,35,124,103
2025-05-16,36,136,134
2025-05-16,37,144,141
2025-05-16,38,148,144
2025-05-16,39,155,146
2025-05-16,40,158,151
2025-05-16,41,157,150
2025-05-16,42,157,149
2025-05-16,43,155,148
2025-05-16,44,159,159
2025-05-16,45,163,145
2025-05-16,46,163,153
2025-05-16,47,161,144
2025-05-16,48,150,133
2025-05-17,1,148,123
2025-05-17,2,141,120
2025-05-17,3,141,120
2025-05-17,4,138,118
2025-05-17,5,138,117
2025-05-17,6,137,117
2025-05-17,7,137,117
2025-05-17,8,137,117
2025-05-17,9,136,116
2025-05-17,10,136,116
2025-05-17,11,136,116
2025-05-17,12,136,116
2025-05-17,13,136,116
2025-05-17,14,137,116
2025-05-17,15,139,119
2025-05-17,16,140,119
2025-05-17,17,135,125
2025-05-17,18,129,115
2025-05-17,19,131,117
2025-05-17,20,132,118
2025-05-17,21,125,120
2025-05-17,22,117,102
2025-05-17,23,112,86
2025-05-17,24,114,87
2025-05-17,25,116,100
2025-05-17,26,114,87
2025-05-17,27,113,86
2025-05-17,28,112,89
2025-05-17,29,112,85
2025-05-17,30,111,85
2025-05-17,31,110,84
2025-05-17,32,107,84
2025-05-17,33,111,82
2025-05-17,34,134,114
2025-05-17,35,143,129
2025-05-17,36,148,145
2025-05-17,37,159,146
2025-05-17,38,163,159
2025-05-17,39,165,163
2025-05-17,40,164,155
2025-05-17,41,165,154
2025-05-17,42,163,146
2025-05-17,43,166,160
2025-05-17,44,167,152
2025-05-17,45,164,150
2025-05-17,46,167,163
2025-05-17,47,156,138
2025-05-17,48,131,125
2025-05-18,1,134,123
2025-05-18,2,129,118
2025-05-18,3,125,117
2025-05-18,4,120,112
2025-05-18,5,119,103
2025-05-18,6,119,95
2025-05-18,7,118,103
2025-05-18,8,118,103
2025-05-18,9,118,107
2025-05-18,10,118,94
2025-05-18,11,117,102
2025-05-18,12,116,86
2025-05-18,13,116,100
2025-05-18,14,116,87
2025-05-18,15,117,88
2025-05-18,16,114,97
2025-05-18,17,114,95
2025-05-18,18,116,95
2025-05-18,19,115,98
2025-05-18,20,116,104
2025-05-18,21,114,93
2025-05-18,22,113,87
2025-05-18,23,113,95
2025-05-18,24,113,87
2025-05-18,25,113,87
2025-05-18,26,113,87
2025-05-18,27,113,87
2025-05-18,28,113,86
2025-05-18,29,112,86
2025-05-18,30,116,85
2025-05-18,31,116,89
2025-05-18,32,115,84
2025-05-18,33,127,99
2025-05-18,34,131,113
2025-05-18,35,168,157
2025-05-18,36,182,174
2025-05-18,37,190,184
2025-05-18,38,190,178
2025-05-18,39,194,186
2025-05-18,40,194,179
2025-05-18,41,195,187
2025-05-18,42,194,187
2025-05-18,43,196,183
2025-05-18,44,195,177
2025-05-18,45,192,171
2025-05-18,46,190,170
2025-05-18,47,176,167
2025-05-18,48,164,156
2025-05-19,1,161,149
2025-05-19,2,160,149
2025-05-19,3,159,148
2025-05-19,4,159,139
2025-05-19,5,159,147
2025-05-19,6,159,142
2025-05-19,7,161,144
2025-05-19,8,165,148
2025-05-19,9,165,156
2025-05-19,10,164,148
2025-05-19,11,166,157
2025-05-19,12,167,158
2025-05-19,13,171,154
2025-05-19,14,176,160
2025-05-19,15,183,161
2025-05-19,16,185,176
2025-05-19,17,178,178
2025-05-19,18,178,166
2025-05-19,19,178,179
2025-05-19,20,167,154
2025-05-19,21,166,161
2025-05-19,22,166,154
2025-05-19,23,164,145
2025-05-19,24,157,145
2025-05-19,25,156,150
2025-05-19,26,156,144
2025-05-19,27,152,144
2025-05-19,28,159,150
2025-05-19,29,158,150
2025-05-19,30,158,150
2025-05-19,31,163,155
2025-05-19,32,169,161
2025-05-19,33,180,172
2025-05-19,34,202,186
2025-05-19,35,211,198
2025-05-19,36,212,200
2025-05-19,37,212,200
2025-05-19,38,213,201
2025-05-19,39,216,204
2025-05-19,40,216,204
2025-05-19,41,216,204
2025-05-19,42,216,216
2025-05-19,43,219,208
2025-05-19,44,218,203
2025-05-19,45,216,205
2025-05-19,46,205,197
2025-05-19,47,193,189
2025-05-19,48,190,178
2025-05-20,1,174,162
2025-05-20,2,174,161
2025-05-20,3,169,161
2025-05-20,4,170,161
2025-05-20,5,169,161
2025-05-20,6,169,160
2025-05-20,7,168,160
2025-05-20,8,168,160
2025-05-20,9,168,160
2025-05-20,10,168,159
2025-05-20,11,173,165
2025-05-20,12,181,173
2025-05-20,13,187,176
2025-05-20,14,189,171
2025-05-20,15,188,170
2025-05-20,16,185,177
2025-05-20,17,187,179
2025-05-20,18,183,172
2025-05-20,19,185,175
2025-05-20,20,184,169
2025-05-20,21,177,164
2025-05-20,22,161,150
2025-05-20,23,153,142
2025-05-20,24,159,148
2025-05-20,25,149,148
2025-05-20,26,149,148
2025-05-20,27,148,147
2025-05-20,28,147,146
2025-05-20,29,146,146
2025-05-20,30,146,145
2025-05-20,31,149,149
2025-05-20,32,161,161
2025-05-20,33,195,190
2025-05-20,34,204,196
2025-05-20,35,212,209
2025-05-20,36,218,215
2025-05-20,37,218,215
2025-05-20,38,219,217
2025-05-20,39,222,219
2025-05-20,40,222,219
2025-05-20,41,222,220
2025-05-20,42,222,219
2025-05-20,43,220,216
2025-05-20,44,218,215
2025-05-20,45,214,207
2025-05-20,46,211,197
2025-05-20,47,196,184
2025-05-20,48,175,163
2025-05-21,1,166,145
2025-05-21,2,165,152
2025-05-21,3,161,144
2025-05-21,4,161,152
2025-05-21,5,161,143
2025-05-21,6,161,151
2025-05-21,7,161,143
2025-05-21,8,161,151
2025-05-21,9,162,152
2025-05-21,10,161,144
2025-05-21,11,162,152
2025-05-21,12,182,161
2025-05-21,13,184,152
2025-05-21,14,187,171
2025-05-21,15,191,158
2025-05-21,16,188,174
2025-05-21,17,185,159
2025-05-21,18,185,159
2025-05-21,19,182,168
2025-05-21,20,182,160
2025-05-21,21,175,152
2025-05-21,22,167,153
2025-05-21,23,161,151
2025-05-21,24,151,146
2025-05-21,25,151,146
2025-05-21,26,151,146
2025-05-21,27,148,142
2025-05-21,28,147,142
2025-05-21,29,147,142
2025-05-21,30,147,141
2025-05-21,31,146,141
2025-05-21,32,146,140
2025-05-21,33,145,140
2025-05-21,34,162,149
2025-05-21,35,172,161
2025-05-21,36,174,156
2025-05-21,37,175,170
2025-05-21,38,175,170
2025-05-21,39,175,170
2025-05-21,40,176,158
2025-05-21,41,175,171
2025-05-21,42,170,157
2025-05-21,43,169,156
2025-05-21,44,172,156
2025-05-21,45,177,160
2025-05-21,46,167,153
2025-05-21,47,152,130
2025-05-21,48,134,103
2025-05-22,1,130,98
2025-05-22,2,128,95
2025-05-22,3,124,103
2025-05-22,4,125,103
2025-05-22,5,124,102
2025-05-22,6,124,94
2025-05-22,7,124,94
2025-05-22,8,124,104
2025-05-22,9,123,105
2025-05-22,10,122,108
2025-05-22,11,126,116
2025-05-22,12,135,112
2025-05-22,13,154,134
2025-05-22,14,160,135
2025-05-22,15,166,155
2025-05-22,16,163,140
2025-05-22,17,165,142
2025-05-22,18,166,163
2025-05-22,19,166,164
2025-05-22,20,167,145
2025-05-22,21,167,145
2025-05-22,22,161,160
2025-05-22,23,159,162
2025-05-22,24,154,146
2025-05-22,25,155,149
2025-05-22,26,149,142
2025-05-22,27,139,138
2025-05-22,28,138,142
2025-05-22,29,142,144
2025-05-22,30,142,141
2025-05-22,31,141,141
2025-05-22,32,154,142
2025-05-22,33,165,158
2025-05-22,34,170,143
2025-05-22,35,190,163
2025-05-22,36,194,168
2025-05-22,37,195,168
2025-05-22,38,195,174
2025-05-22,39,195,162
2025-05-22,40,199,179
2025-05-22,41,199,165
2025-05-22,42,201,165
2025-05-22,43,200,167
2025-05-22,44,199,163
2025-05-22,45,190,160
2025-05-22,46,173,166
2025-05-22,47,161,146
2025-05-22,48,151,136
2025-05-23,1,145,133
2025-05-23,2,145,144
2025-05-23,3,145,140
2025-05-23,4,145,138
2025-05-23,5,144,138
2025-05-23,6,142,128
2025-05-23,7,145,134
2025-05-23,8,152,134
2025-05-23,9,152,134
2025-05-23,10,152,132
2025-05-23,11,158,143
2025-05-23,12,159,144
2025-05-23,13,169,155
2025-05-23,14,171,150
2025-05-23,15,171,145
2025-05-23,16,171,155
2025-05-23,17,168,152
2025-05-23,18,162,145
2025-05-23,19,164,146
2025-05-23,20,164,154
2025-05-23,21,162,153
2025-05-23,22,155,146
2025-05-23,23,156,147
2025-05-23,24,156,147
2025-05-23,25,155,148
2025-05-23,26,157,148
2025-05-23,27,156,147
2025-05-23,28,155,147
2025-05-23,29,155,147
2025-05-23,30,155,147
2025-05-23,31,153,146
2025-05-23,32,160,160
2025-05-23,33,160,160
2025-05-23,34,160,160
2025-05-23,35,161,161
2025-05-23,36,166,166
2025-05-23,37,166,166
2025-05-23,38,167,164
2025-05-23,39,168,165
2025-05-23,40,168,165
2025-05-23,41,168,165
2025-05-23,42,168,165
2025-05-23,43,166,158
2025-05-23,44,180,151
2025-05-23,45,175,155
2025-05-23,46,164,141
2025-05-23,47,151,129
2025-05-23,48,139,106
2025-05-24,1,131,101
2025-05-24,2,123,93
2025-05-24,3,123,92
2025-05-24,4,122,84
2025-05-24,5,118,87
2025-05-24,6,117,79
2025-05-24,7,117,78
2025-05-24,8,117,78
2025-05-24,9,115,77
2025-05-24,10,114,76
2025-05-24,11,114,76
2025-05-24,12,114,76
2025-05-24,13,116,85
2025-05-24,14,117,78
2025-05-24,15,126,80
2025-05-24,16,135,82
2025-05-24,17,128,81
2025-05-24,18,123,90
2025-05-24,19,115,84
2025-05-24,20,116,85
2025-05-24,21,116,86
2025-05-24,22,117,86
2025-05-24,23,116,93
2025-05-24,24,116,93
2025-05-24,25,117,94
2025-05-24,26,116,96
2025-05-24,27,115,95
2025-05-24,28,115,95
2025-05-24,29,116,96
2025-05-24,30,115,95
2025-05-24,31,113,85
2025-05-24,32,113,85
2025-05-24,33,113,85
2025-05-24,34,116,98
2025-05-24,35,118,91
2025-05-24,36,119,102
2025-05-24,37,120,103
2025-05-24,38,120,92
2025-05-24,39,119,91
2025-05-24,40,119,91
2025-05-24,41,118,91
2025-05-24,42,119,90
2025-05-24,43,127,89
2025-05-24,44,126,95
2025-05-24,45,125,83
2025-05-24,46,128,81
2025-05-24,47,117,81
2025-05-24,48,116,84
2025-05-25,1,114,75
2025-05-25,2,114,74
2025-05-25,3,112,73
2025-05-25,4,111,72
2025-05-25,5,111,72
2025-05-25,6,111,71
2025-05-25,7,111,72
2025-05-25,8,111,79
2025-05-25,9,112,72
2025-05-25,10,111,83
2025-05-25,11,116,80
2025-05-25,12,116,85
2025-05-25,13,117,77
2025-05-25,14,116,85
2025-05-25,15,116,85
2025-05-25,16,116,81
2025-05-25,17,118,85
2025-05-25,18,119,76
2025-05-25,19,119,86
2025-05-25,20,120,87
2025-05-25,21,123,82
2025-05-25,22,123,92
2025-05-25,23,120,93
2025-05-25,24,117,93
2025-05-25,25,117,97
2025-05-25,26,114,85
2025-05-25,27,114,94
2025-05-25,28,114,85
2025-05-25,29,113,83
2025-05-25,30,111,92
2025-05-25,31,111,81
2025-05-25,32,110,81
2025-05-25,33,117,88
2025-05-25,34,112,90
2025-05-25,35,111,92
2025-05-25,36,115,96
2025-05-25,37,119,93
2025-05-25,38,119,95
2025-05-25,39,119,83
2025-05-25,40,118,86
2025-05-25,41,118,89
2025-05-25,42,118,80
2025-05-25,43,125,80
2025-05-25,44,130,80
2025-05-25,45,130,98
2025-05-25,46,129,85
2025-05-25,47,128,80
2025-05-25,48,127,80
2025-05-26,1,126,79
2025-05-26,2,125,78
2025-05-26,3,124,78
2025-05-26,4,123,78
2025-05-26,5,120,76
2025-05-26,6,120,78
2025-05-26,7,119,75
2025-05-26,8,119,75
2025-05-26,9,119,75
2025-05-26,10,118,74
2025-05-26,11,119,75
2025-05-26,12,119,75
2025-05-26,13,120,79
2025-05-26,14,121,77
2025-05-26,15,121,77
2025-05-26,16,121,77
2025-05-26,17,117,77
2025-05-26,18,118,78
2025-05-26,19,120,80
2025-05-26,20,118,81
2025-05-26,21,119,84
2025-05-26,22,120,82
2025-05-26,23,121,83
2025-05-26,24,118,80
2025-05-26,25,119,85
2025-05-26,26,120,82
2025-05-26,27,120,82
2025-05-26,28,119,81
2025-05-26,29,118,83
2025-05-26,30,117,86
2025-05-26,31,121,81
2025-05-26,32,140,92
2025-05-26,33,131,81
2025-05-26,34,133,86
2025-05-26,35,129,91
2025-05-26,36,129,91
2025-05-26,37,131,93
2025-05-26,38,134,93
2025-05-26,39,135,94
2025-05-26,40,135,94
2025-05-26,41,133,93
2025-05-26,42,133,92
2025-05-26,43,132,92
2025-05-26,44,131,92
2025-05-26,45,117,89
2025-05-26,46,114,83
2025-05-26,47,113,84
2025-05-26,48,112,80
2025-05-27,1,110,78
2025-05-27,2,110,78
2025-05-27,3,110,82
2025-05-27,4,110,78
2025-05-27,5,110,78
2025-05-27,6,109,78
2025-05-27,7,110,78
2025-05-27,8,109,77
2025-05-27,9,108,77
2025-05-27,10,108,76
2025-05-27,11,109,77
2025-05-27,12,109,78
2025-05-27,13,114,80
2025-05-27,14,116,81
2025-05-27,15,118,83
2025-05-27,16,123,88
2025-05-27,17,129,88
2025-05-27,18,132,89
2025-05-27,19,131,97
2025-05-27,20,131,97
2025-05-27,21,137,92
2025-05-27,22,146,92
2025-05-27,23,154,115
2025-05-27,24,159,116
2025-05-27,25,160,119
2025-05-27,26,160,119
2025-05-27,27,160,128
2025-05-27,28,162,122
2025-05-27,29,161,129
2025-05-27,30,161,132
2025-05-27,31,168,141
2025-05-27,32,172,156
2025-05-27,33,174,146
2025-05-27,34,175,162
2025-05-27,35,176,161
2025-05-27,36,176,154
2025-05-27,37,178,156
2025-05-27,38,178,156
2025-05-27,39,176,155
2025-05-27,40,176,161
2025-05-27,41,170,152
2025-05-27,42,169,151
2025-05-27,43,162,147
2025-05-27,44,158,151
2025-05-27,45,154,130
2025-05-27,46,143,119
2025-05-27,47,127,94
2025-05-27,48,121,85
2025-05-28,1,123,94
2025-05-28,2,119,84
2025-05-28,3,122,86
2025-05-28,4,122,83
2025-05-28,5,127,83
2025-05-28,6,126,83
2025-05-28,7,124,82
2025-05-28,8,112,81
2025-05-28,9,115,86
2025-05-28,10,115,86
2025-05-28,11,125,96
2025-05-28,12,129,102
2025-05-28,13,132,106
2025-05-28,14,145,112
2025-05-28,15,148,116
2025-05-28,16,149,118
2025-05-28,17,152,128
2025-05-28,18,147,118
2025-05-28,19,145,119
2025-05-28,20,139,131
2025-05-28,21,196,167
2025-05-28,22,139,130
2025-05-28,23,135,118
2025-05-28,24,135,128
2025-05-28,25,135,118
2025-05-28,26,136,127
2025-05-28,27,135,126
2025-05-28,28,135,118
2025-05-28,29,134,118
2025-05-28,30,139,119
2025-05-28,31,151,122
2025-05-28,32,154,122
2025-05-28,33,178,155
2025-05-28,34,182,163
2025-05-28,35,195,175
2025-05-28,36,202,181
2025-05-28,37,201,178
2025-05-28,38,201,182
2025-05-28,39,198,177
2025-05-28,40,200,179
2025-05-28,41,197,178
2025-05-28,42,197,178
2025-05-28,43,192,176
2025-05-28,44,190,175
2025-05-28,45,179,171
2025-05-28,46,173,157
2025-05-28,47,148,129
2025-05-28,48,142,120
2025-05-29,1,137,113
2025-05-29,2,125,101
2025-05-29,3,119,95
2025-05-29,4,119,88
2025-05-29,5,119,88
2025-05-29,6,118,87
2025-05-29,7,116,86
2025-05-29,8,115,85
2025-05-29,9,115,93
2025-05-29,10,116,86
2025-05-29,11,118,88
2025-05-29,12,117,87
2025-05-29,13,119,86
2025-05-29,14,120,95
2025-05-29,15,124,88
2025-05-29,16,119,96
2025-05-29,17,122,91
2025-05-29,18,115,97
2025-05-29,19,116,93
2025-05-29,20,117,94
2025-05-29,21,118,94
2025-05-29,22,121,95
2025-05-29,23,120,94
2025-05-29,24,120,94
2025-05-29,25,124,93
2025-05-29,26,120,103
2025-05-29,27,123,99
2025-05-29,28,123,93
2025-05-29,29,122,92
2025-05-29,30,124,95
2025-05-29,31,122,103
2025-05-29,32,121,102
2025-05-29,33,121,94
2025-05-29,34,123,93
2025-05-29,35,121,102
2025-05-29,36,119,92
2025-05-29,37,119,99
2025-05-29,38,120,94
2025-05-29,39,120,104
2025-05-29,40,118,101
2025-05-29,41,117,98
2025-05-29,42,117,91
2025-05-29,43,119,91
2025-05-29,44,121,94
2025-05-29,45,121,109
2025-05-29,46,121,90
2025-05-29,47,114,91
2025-05-29,48,113,86
2025-05-30,1,110,82
2025-05-30,2,110,82
2025-05-30,3,110,82
2025-05-30,4,112,83
2025-05-30,5,112,85
2025-05-30,6,111,81
2025-05-30,7,111,82
2025-05-30,8,111,82
2025-05-30,9,111,82
2025-05-30,10,111,82
2025-05-30,11,110,81
2025-05-30,12,110,81
2025-05-30,13,112,83
2025-05-30,14,119,84
2025-05-30,15,122,97
2025-05-30,16,116,86
2025-05-30,17,119,98
2025-05-30,18,117,91
2025-05-30,19,119,91
2025-05-30,20,116,92
2025-05-30,21,116,92
2025-05-30,22,116,92
2025-05-30,23,120,104
2025-05-30,24,119,105
2025-05-30,25,109,101
2025-05-30,26,110,102
2025-05-30,27,110,96
2025-05-30,28,113,105
2025-05-30,29,126,110
2025-05-30,30,126,121
2025-05-30,31,134,129
2025-05-30,32,145,138
2025-05-30,33,158,162
2025-05-30,34,175,170
2025-05-30,35,183,177
2025-05-30,36,194,193
2025-05-30,37,193,191
2025-05-30,38,193,192
2025-05-30,39,195,195
2025-05-30,40,195,195
2025-05-30,41,199,197
2025-05-30,42,199,196
2025-05-30,43,198,195
2025-05-30,44,202,199
2025-05-30,45,205,198
2025-05-30,46,201,190
2025-05-30,47,193,182
2025-05-30,48,173,162
2025-05-31,1,163,152
2025-05-31,2,162,151
2025-05-31,3,157,147
2025-05-31,4,149,138
2025-05-31,5,148,137
2025-05-31,6,132,121
2025-05-31,7,131,120
2025-05-31,8,120,113
2025-05-31,9,120,112
2025-05-31,10,119,112
2025-05-31,11,121,107
2025-05-31,12,120,106
2025-05-31,13,116,100
2025-05-31,14,113,95
2025-05-31,15,118,95
2025-05-31,16,116,94
2025-05-31,17,116,85
2025-05-31,18,118,84
2025-05-31,19,121,87
2025-05-31,20,119,88
2025-05-31,21,119,96
2025-05-31,22,114,96
2025-05-31,23,115,108
2025-05-31,24,116,101
2025-05-31,25,117,99
2025-05-31,26,116,90
2025-05-31,27,116,98
2025-05-31,28,115,89
2025-05-31,29,115,89
2025-05-31,30,114,94
2025-05-31,31,113,93
2025-05-31,32,117,90
2025-05-31,33,121,96
2025-05-31,34,130,90
2025-05-31,35,143,98
2025-05-31,36,152,116
2025-05-31,37,150,115
2025-05-31,38,150,113
2025-05-31,39,151,114
2025-05-31,40,151,114
2025-05-31,41,154,114
2025-05-31,42,154,114
2025-05-31,43,161,142
2025-05-31,44,166,125
2025-05-31,45,164,121
2025-05-31,46,156,127
2025-05-31,47,138,110
2025-05-31,48,122,93
2025-06-01,1,121,91
2025-06-01,2,120,90
2025-06-01,3,120,90
2025-06-01,4,119,89
2025-06-01,5,119,97
2025-06-01,6,118,97
2025-06-01,7,115,89
2025-06-01,8,117,98
2025-06-01,9,114,89
2025-06-01,10,114,87
2025-06-01,11,115,85
2025-06-01,12,115,85
2025-06-01,13,114,84
2025-06-01,14,114,84
2025-06-01,15,115,85
2025-06-01,16,116,86
2025-06-01,17,118,87
2025-06-01,18,121,80
2025-06-01,19,119,82
2025-06-01,20,118,83
2025-06-01,21,118,84
2025-06-01,22,117,85
2025-06-01,23,119,87
2025-06-01,24,120,88
2025-06-01,25,121,89
2025-06-01,26,121,89
2025-06-01,27,120,88
2025-06-01,28,119,89
2025-06-01,29,114,87
2025-06-01,30,117,87
2025-06-01,31,118,89
2025-06-01,32,114,90
2025-06-01,33,117,92
2025-06-01,34,128,89
2025-06-01,35,128,97
2025-06-01,36,131,104
2025-06-01,37,130,93
2025-06-01,38,130,94
2025-06-01,39,133,94
2025-06-01,40,129,92
2025-06-01,41,126,93
2025-06-01,42,126,101
2025-06-01,43,126,93
2025-06-01,44,139,93
2025-06-01,45,138,100
2025-06-01,46,133,95
2025-06-01,47,127,89
2025-06-01,48,123,88
2025-06-02,1,122,102
2025-06-02,2,123,87
2025-06-02,3,121,90
2025-06-02,4,124,94
2025-06-02,5,123,88
2025-06-02,6,122,84
2025-06-02,7,122,85
2025-06-02,8,122,84
2025-06-02,9,121,87
2025-06-02,10,121,87
2025-06-02,11,126,90
2025-06-02,12,134,91
2025-06-02,13,142,99
2025-06-02,14,143,107
2025-06-02,15,144,110
2025-06-02,16,143,109
2025-06-02,17,139,111
2025-06-02,18,140,112
2025-06-02,19,142,114
2025-06-02,20,141,113
2025-06-02,21,138,111
2025-06-02,22,139,111
2025-06-02,23,135,108
2025-06-02,24,125,105
2025-06-02,25,124,98
2025-06-02,26,124,98
2025-06-02,27,123,97
2025-06-02,28,122,96
2025-06-02,29,122,96
2025-06-02,30,121,95
2025-06-02,31,123,97
2025-06-02,32,127,101
2025-06-02,33,136,100
2025-06-02,34,143,108
2025-06-02,35,145,107
2025-06-02,36,148,100
2025-06-02,37,148,118
2025-06-02,38,148,110
2025-06-02,39,148,122
2025-06-02,40,148,122
2025-06-02,41,151,109
2025-06-02,42,151,103
2025-06-02,43,152,97
2025-06-02,44,160,127
2025-06-02,45,153,119
2025-06-02,46,156,109
2025-06-02,47,150,97
2025-06-02,48,143,97
2025-06-03,1,138,90
2025-06-03,2,142,90
2025-06-03,3,136,90
2025-06-03,4,133,89
2025-06-03,5,130,89
2025-06-03,6,128,96
2025-06-03,7,119,93
2025-06-03,8,119,86
2025-06-03,9,119,86
2025-06-03,10,119,86
2025-06-03,11,119,86
2025-06-03,12,120,87
2025-06-03,13,122,99
2025-06-03,14,124,92
2025-06-03,15,131,94
2025-06-03,16,133,88
2025-06-03,17,133,103
2025-06-03,18,131,102
2025-06-03,19,128,93
2025-06-03,20,129,94
2025-06-03,21,128,93
2025-06-03,22,128,93
2025-06-03,23,127,94
2025-06-03,24,127,94
2025-06-03,25,127,102
2025-06-03,26,118,91
2025-06-03,27,117,90
2025-06-03,28,117,90
2025-06-03,29,117,90
2025-06-03,30,117,89
2025-06-03,31,115,97
2025-06-03,32,118,99
2025-06-03,33,138,93
2025-06-03,34,145,104
2025-06-03,35,146,105
2025-06-03,36,149,110
2025-06-03,37,155,109
2025-06-03,38,155,118
2025-06-03,39,154,123
2025-06-03,40,154,119
2025-06-03,41,155,113
2025-06-03,42,157,112
2025-06-03,43,156,120
2025-06-03,44,156,120
2025-06-03,45,169,106
2025-06-03,46,165,110
2025-06-03,47,160,106
2025-06-03,48,133,93
2025-06-04,1,129,82
2025-06-04,2,126,84
2025-06-04,3,125,82
2025-06-04,4,125,77
2025-06-04,5,124,76
2025-06-04,6,123,76
2025-06-04,7,122,74
2025-06-04,8,121,74
2025-06-04,9,121,73
2025-06-04,10,121,73
2025-06-04,11,121,74
2025-06-04,12,131,83
2025-06-04,13,146,82
2025-06-04,14,151,95
2025-06-04,15,153,87
2025-06-04,16,155,101
2025-06-04,17,157,87
2025-06-04,18,149,86
2025-06-04,19,150,90
2025-06-04,20,151,93
2025-06-04,21,149,88
2025-06-04,22,142,87
2025-06-04,23,142,102
2025-06-04,24,142,87
2025-06-04,25,139,91
2025-06-04,26,137,92
2025-06-04,27,131,98
2025-06-04,28,128,95
2025-06-04,29,128,87
2025-06-04,30,132,85
2025-06-04,31,142,86
2025-06-04,32,148,98
2025-06-04,33,155,105
2025-06-04,34,159,102
2025-06-04,35,170,121
2025-06-04,36,170,134
2025-06-04,37,171,148
2025-06-04,38,173,136
2025-06-04,39,176,132
2025-06-04,40,177,132
2025-06-04,41,178,133
2025-06-04,42,180,135
2025-06-04,43,179,134
2025-06-04,44,178,133
2025-06-04,45,178,157
2025-06-04,46,166,121
2025-06-04,47,165,112
2025-06-04,48,152,99
2025-06-05,1,141,103
2025-06-05,2,134,94
2025-06-05,3,130,92
2025-06-05,4,130,111
2025-06-05,5,132,94
2025-06-05,6,133,95
2025-06-05,7,132,93
2025-06-05,8,131,109
2025-06-05,9,131,93
2025-06-05,10,132,110
2025-06-05,11,133,95
2025-06-05,12,143,98
2025-06-05,13,150,106
2025-06-05,14,166,129
2025-06-05,15,169,121
2025-06-05,16,171,112
2025-06-05,17,163,113
2025-06-05,18,159,113
2025-06-05,19,156,131
2025-06-05,20,156,115
2025-06-05,21,159,116
2025-06-05,22,159,116
2025-06-05,23,160,117
2025-06-05,24,156,116
2025-06-05,25,155,115
2025-06-05,26,153,123
2025-06-05,27,133,115
2025-06-05,28,129,109
2025-06-05,29,130,108
2025-06-05,30,127,107
2025-06-05,31,138,114
2025-06-05,32,148,118
2025-06-05,33,152,128
2025-06-05,34,169,150
2025-06-05,35,170,153
2025-06-05,36,175,158
2025-06-05,37,179,172
2025-06-05,38,179,175
2025-06-05,39,179,171
2025-06-05,40,179,171
2025-06-05,41,178,170
2025-06-05,42,178,169
2025-06-05,43,183,177
2025-06-05,44,177,164
2025-06-05,45,176,157
2025-06-05,46,165,143
2025-06-05,47,145,126
2025-06-05,48,129,114
2025-06-06,1,130,123
2025-06-06,2,126,112
2025-06-06,3,120,97
2025-06-06,4,117,93
2025-06-06,5,119,96
2025-06-06,6,118,92
2025-06-06,7,117,90
2025-06-06,8,117,89
2025-06-06,9,116,89
2025-06-06,10,116,89
2025-06-06,11,118,96
2025-06-06,12,117,95
2025-06-06,13,126,105
2025-06-06,14,138,107
2025-06-06,15,143,112
2025-06-06,16,142,111
2025-06-06,17,145,115
2025-06-06,18,145,114
2025-06-06,19,142,121
2025-06-06,20,138,123
2025-06-06,21,138,123
2025-06-06,22,139,124
2025-06-06,23,135,119
2025-06-06,24,135,129
2025-06-06,25,135,121
2025-06-06,26,125,119
2025-06-06,27,125,119
2025-06-06,28,126,107
2025-06-06,29,125,114
2025-06-06,30,122,103
2025-06-06,31,122,102
2025-06-06,32,127,121
2025-06-06,33,139,130
2025-06-06,34,152,143
2025-06-06,35,164,157
2025-06-06,36,164,156
2025-06-06,37,178,162
2025-06-06,38,177,165
2025-06-06,39,181,169
2025-06-06,40,179,163
2025-06-06,41,179,163
2025-06-06,42,179,162
2025-06-06,43,178,162
2025-06-06,44,178,162
2025-06-06,45,188,160
2025-06-06,46,182,163
2025-06-06,47,169,146
2025-06-06,48,150,122
2025-06-07,1,138,127
2025-06-07,2,132,113
2025-06-07,3,133,114
