Year,DNO,Import Unique Identifier,LLFC,Import MPANs/MSIDs,Export Unique Identifier,LLFC,Export MPANs/MSIDs,Name,Residual Charging Band,Import Super Red unit charge (p/kWh),Import fixed charge (p/day),Import capacity charge (p/kVA/day),Import exceeded capacity charge (p/kVA/day),Export Super Red unit charge (p/kWh),Export fixed charge (p/day),Export capacity charge (p/kVA/day),Export exceeded capacity charge (p/kVA/day),Strike
2024/25,East of England Electricity Network,ALCORG,651,1050001015545,ALCORG,651,1050000998050,ALCORG,1.0,,3524.66,,,,867.44,0.05,0.05,
2024/25,East of England Electricity Network,ARLBES,,MSID: 7401,ARLBES,,MSID: 7402,ARLBES,4.0,,75720.18,1.57,1.57,-0.003,2837.03,0.05,0.05,True
2024/25,East of England Electricity Network,BARNFM,652,1050000774999,BARNFM,652,1050000775005,BARNFM,,,60.35,3.86,3.86,,2534.66,0.05,0.05,
2024/25,East of England Electricity Network,BDGHSE,782,1050000669548,BDGHSE,782,1050000669539,BDGHSE,,0.253,36.95,1.48,1.48,,1377.4,0.05,0.05,
2024/25,East of England Electricity Network,BDWLWF,734,1030082700415,BDWLWF,734,1030082700647,BDWLWF,,1.757,50.77,2.72,2.72,,6421.8,0.05,0.05,
2024/25,East of England Electricity Network,BLCAMB,653,1050001036615,BLCAMB,653,1050001036624,BLCAMB,,0.376,8.42,1.91,1.91,,420.96,0.05,0.05,
2024/25,East of England Electricity Network,BLDOCK,,MSID: 7309,BLDOCK,,MSID: 7308,BLDOCK,,,62.58,1.43,1.43,,1251.6,0.05,0.05,
2024/25,East of England Electricity Network,BLGTSF,466,1050000769039,BLGTSF,466,1050000769048,BLGTSF,,,19.75,2.65,2.65,,1876.08,0.05,0.05,
2024/25,East of England Electricity Network,BRKESF,,MSID: 7472,BRKESF,,MSID: 7473,BRKESF,,,4287.13,1.41,1.41,,4287.13,0.05,0.05,
2024/25,East of England Electricity Network,BROGB_,701,1030041592510;1030041592742;1030041592974;1030041593203,BROGB_,701,1030041591590;1030041591828;1030041592050;1030041592282;1050000011309,BROGB_,,,410.76,4.97,4.97,,,,,
2024/25,East of England Electricity Network,BRTHSS,735,1030083941266,BRTHSS,735,1030083941034,BRTHSS,,0.249,4.74,2.22,2.22,,424.64,0.05,0.05,
2024/25,East of England Electricity Network,BS_WIS,719,1014568635628,BS_WIS,719,1023470427970,BS_WIS,2.0,,19589.97,2.09,2.09,-0.91,386.44,0.05,0.05,
2024/25,East of England Electricity Network,BSGBRN,784,1050000773851,BSGBRN,784,1050000773860,BSGBRN,1.0,,3546.1,1.97,1.97,,2573.56,0.05,0.05,
2024/25,East of England Electricity Network,BURWBS,,MSID: 7439,BURWBS,,MSID: 7440,BURWBS,,,872.2,1.55,1.55,,872.2,0.05,0.05,
2024/25,East of England Electricity Network,CHEDSF,750,1030083806488,CHEDSF,750,1030083806256,CHEDSF,,5.869,13.73,3.12,3.12,,1713.16,0.05,0.05,
2024/25,East of England Electricity Network,CLAYPV,437,1050001382337,CLAYPV,437,1050001382355,CLAYPV,,,358.45,1.94,1.94,-0.151,835.4,0.05,0.05,
2024/25,East of England Electricity Network,CLRDWN,439,1050001495174,CLRDWN,439,1050001495183,CLRDWN,,0.383,817.69,2.67,2.67,-1.966,817.69,0.05,0.05,
2024/25,East of England Electricity Network,CLTSHL,467,1050000841917,CLTSHL,467,1050000841926,CLTSHL,,,5.03,4.31,4.31,,1005.65,0.05,0.05,
2024/25,East of England Electricity Network,COMBRN,440,1050001662241,COMBRN,440,1050001662250,COMBRN,1.0,0.83,3545.58,1.49,1.49,,2574.08,0.05,0.05,
2024/25,East of England Electricity Network,CRANHM,684,1050001191792,CRANHM,684,1050001191808,CRANHM,,4.0,16.95,2.5,2.5,,928.63,0.05,0.05,
2024/25,East of England Electricity Network,CROYDN,787,1050000808859,CROYDN,787,1050000808868,CROYDN,1.0,,3528.29,4.57,4.57,,1935.6,0.05,0.05,True
2024/25,East of England Electricity Network,CRSSNG,657,1050001047087,CRSSNG,657,1050001047078,CRSSNG,,,2.49,2.13,2.13,,1246.92,0.05,0.05,
2024/25,East of England Electricity Network,DRAPER,753,1050000581432,DRAPER,753,1050000581441,DRAPER,,,8.89,5.02,5.02,,888.94,0.05,0.05,
2024/25,East of England Electricity Network,EBCKHM,761,1050000609441,EBCKHM,761,1050000563595,EBCKHM,,,4.66,6.83,6.83,,888.83,0.05,0.05,
2024/25,East of England Electricity Network,EDLPIT,713,1030020271288,EDLPIT,713,1030020271056,EDLPIT,1.0,,3563.08,4.23,4.23,,,,,
2024/25,East of England Electricity Network,EGMRSF,754,1050000567483,EGMRSF,754,1050000567492,EGMRSF,,,8.51,2.23,2.23,,902.33,0.05,0.05,
2024/25,East of England Electricity Network,ERNUNN,441,1050001440510,ERNUNN,441,1050001440529;1050001466280;1050001466304,ERNUNN,,0.111,31.58,1.4,1.4,-0.111,2429.41,0.05,0.05,
2024/25,East of England Electricity Network,EXNING,788,1050000784384,EXNING,788,1050000784393,EXNING,,,19.75,2.86,2.86,,4740.88,0.05,0.05,
2024/25,East of England Electricity Network,FBWTHE,718,1023507304338,FBWTHE,718,1023507304560,FBWTHE,,1.224,40.43,2.72,2.72,-2.787,388.95,0.05,0.05,
2024/25,East of England Electricity Network,FIBEYE,707,1023479132092,FIBEYE,707,1023479132320,FIBEYE,,0.699,24.96,3.1,3.1,-2.755,424.28,0.05,0.05,
2024/25,East of England Electricity Network,GDE132,767,1050000738305,GDE132,767,1050000738290,GDE132,,,34.27,1.76,1.76,,1710.14,0.05,0.05,
2024/25,East of England Electricity Network,GOSFLD,768,1050000714216,GOSFLD,768,1050000714207,GOSFLD,1.0,1.462,3843.89,1.94,1.94,,3447.74,0.05,0.05,
2024/25,East of England Electricity Network,GRNEND,769,1050000774215,GRNEND,769,1050000774224,GRNEND,1.0,15.302,3595.94,2.42,2.42,,7128.77,0.05,0.05,True
2024/25,East of England Electricity Network,HDGMSF,758,1050000521726,HDGMSF,758,1050000521735,HDGMSF,,,8.64,3.95,3.95,,1045.45,0.05,0.05,
2024/25,East of England Electricity Network,HOBACK,770,1050000708514,HOBACK,770,1050000698405,HOBACK,,0.025,7.73,3.58,3.58,,1430.93,0.05,0.05,
2024/25,East of England Electricity Network,HRSFEN,689,1050001041642,HRSFEN,689,1050001041651;1050002366470,HRSFEN,1.0,0.247,3568.18,1.63,1.63,-0.223,6397.27,0.05,0.05,
2024/25,East of England Electricity Network,HUTBAT,,MSID: 7432,HUTBAT,,MSID: 7433,HUTBAT,,2.358,709.18,1.5,1.5,-2.264,709.18,0.05,0.05,
2024/25,East of England Electricity Network,ICGLTD,649,1030075706342,ICGLTD,649,1050001431630,ICGLTD,3.0,,49086.28,2.97,2.97,-0.045,836.06,0.05,0.05,
2024/25,East of England Electricity Network,INGMSF,416,1050002077454,INGMSF,416,1050002077463,INGMSF,,1.553,1.33,2.41,2.41,,532.22,0.05,0.05,
2024/25,East of England Electricity Network,KNNING,452,1050000823458,KNNING,452,1050000823467,KNNING,,,7.46,11.36,11.36,,894.71,0.05,0.05,
2024/25,East of England Electricity Network,LBZSNS,664,1050000687486,LBZSNS,664,1050000687495,LBZSNS,2.0,7.959,19771.54,1.71,1.71,-8.197,224.51,0.05,0.05,
2024/25,East of England Electricity Network,LNGHO2,455,1050000802936,LNGHO2,455,1050000802945,LNGHO2,1.0,4.585,3563.03,2.32,2.32,,1688.51,0.05,0.05,True
2024/25,East of England Electricity Network,MANORF,456,1050000843640,MANORF,456,1050000843659,MANORF,,,82.69,4.92,4.92,,1210.13,0.05,0.05,
2024/25,East of England Electricity Network,MOLLAV,774,1050001620710,MOLLAV,774,1050001620720,MOLLAV,1.0,,3536.6,2.59,2.59,-0.155,1194.07,0.05,0.05,True
2024/25,East of England Electricity Network,PBPS_2,447,1050001368323,PBPS_2,447,1050001368332,PBPS_2,,,10.83,2.5,2.5,-0.053,1040.11,0.05,0.05,True
2024/25,East of England Electricity Network,PRHMSF,777,1030085099084,PRHMSF,777,1030085040202,PRHMSF,,,11.79,10.56,10.56,,3538.15,0.05,0.05,
2024/25,East of England Electricity Network,PTRBRO,,MSID: 7006,PTRBRO,,MSID: 7006,PTRBRO,,,3.54,1.42,1.42,-0.053,3149.28,0.05,0.05,
2024/25,East of England Electricity Network,RANDCS,673,1050001041962,RANDCS,673,1050001041935,RANDCS,,0.061,9.35,2.38,2.38,,2151.59,0.05,0.05,
2024/25,East of England Electricity Network,RMSYSF,674,1050001036651,RMSYSF,674,1050001036660,RMSYSF,,0.377,342.95,1.74,1.74,,4244.05,0.05,0.05,
2024/25,East of England Electricity Network,ROOKRY,676,1050001028465,ROOKRY,676,1050001028474,ROOKRY,,,9.81,10.01,10.01,,419.57,0.05,0.05,
2024/25,East of England Electricity Network,SALHSE,678,1050000946025,SALHSE,678,1050000946034,SALHSE,,0.85,15.27,1.66,1.66,,1272.86,0.05,0.05,
2024/25,East of England Electricity Network,SFKEFW,470,1050000628009,SFKEFW,470,1050000628018,SFKEFW,1.0,2.208,4798.12,1.43,1.43,-2.208,8843.49,0.05,0.05,
2024/25,East of England Electricity Network,STOSTH,460,1050000783238,STOSTH,460,1050000759740,STOSTH,,,18.1,2.48,2.48,,2171.5,0.05,0.05,
2024/25,East of England Electricity Network,SWNLND,696,1050001290011,SWNLND,696,1050001290020,SWNLND,,,12.36,10.67,10.67,,1011.35,0.05,0.05,
2024/25,East of England Electricity Network,TOGGAM,679,1050001059393,TOGGAM,679,1050001059384,TOGGAM,1.0,1.588,3585.32,2.22,2.22,,6436.21,0.05,0.05,
2024/25,East of England Electricity Network,TOLLBS,,MSID: 7498,TOLLBS,,MSID: 7499,TOLLBS,,1.08,3700.19,1.55,1.55,-1.038,3700.19,0.05,0.05,
2024/25,East of England Electricity Network,WHMLWF,743,1030079196591,WHMLWF,743,1030079196820,WHMLWF,1.0,0.062,3657.47,1.51,1.51,,4897.62,0.05,0.05,
2024/25,East of England Electricity Network,WIGGIN,461,1050000769145,WIGGIN,461,1050000769154,WIGGIN,,3.381,21.4,3.02,3.02,,2139.55,0.05,0.05,
2024/25,East of England Electricity Network,WRGSTE,712,1023479303448,WRGSTE,712,1023477563953,WRGSTE,,1.008,160.63,1.34,1.34,-1.031,2208.66,0.05,0.05,
2024/25,East of England Electricity Network,WRYDEC,682,1050000948110,WRYDEC,682,1050000948120,WRYDEC,,,37.37,2.23,2.23,,9716.81,0.05,0.05,
2024/25,East of England Electricity Network,WSBRDG,463,1050000650690,WSBRDG,463,1050000650680,WSBRDG,,,14.14,10.55,10.55,,1131.1,0.05,0.05,
2024/25,London Electricity Network,BLMBGN,,1200061385700;1200061385710,,,,BLMBGN,2.0,0.125,11018.84,2.36,2.36,,,,,
2024/25,London Electricity Network,DART33,,MSID: 1032,,,,DART33,3.0,0.32,23109.06,5.18,5.18,,,,,
2024/25,London Electricity Network,FENAVE,,1200062132159;1200062132168,,,,FENAVE,2.0,0.114,11326.24,1.86,1.86,,,,,
2024/25,London Electricity Network,GBLSWI,,1200050913681;1200050913690;1200050913706;1200050913715,,,,GBLSWI,4.0,,74229.64,2.32,2.32,,,,,
2024/25,London Electricity Network,LIMEST,,1200062132006;1200062132015,,,,LIMEST,2.0,0.115,11326.24,2.12,2.12,,,,,
2024/25,London Electricity Network,LU_CHA,,1200061231921;1200061231930;1200061231940;1200061231959,,,,LU_CHA,4.0,0.004,73737.3,1.5,1.5,,,,,
2024/25,London Electricity Network,TELEHW,,1200060951114;1200060951123,,,,TELEHW,4.0,0.01,63900.39,2.72,2.72,,,,,
2024/25,London Electricity Network,THAMEB,701,1200010146153;1200010146162;1200010146171;1200061197703,THAMEB,701,1200050312030;1200050312040;1200061219394,THAMEB,4.0,,67563.67,0.74,0.74,,,,,
2024/25,London Electricity Network,THAMEC,702,1200061171324;1200061171333,THAMEC,702,1200061171342;1200061171351,THAMEC,4.0,,65674.59,3.77,3.77,,2301.1,0.05,0.05,
2024/25,London Electricity Network,TWCHST,,1200061990150,,,,TWCHST,1.0,,15018.17,3.29,3.29,,,,,
2024/25,London Electricity Network,TWKIRT,,1200061999491;1200061999507;1200062001242;1200062001251,,,,TWKIRT,3.0,1.04,23323.36,0.85,0.85,,,,,
2024/25,London Electricity Network,BELVED,711,1200060787109,BELVED,711,1200060787118,BELVED,,0.002,519.94,0.68,0.68,-0.002,984.82,0.05,0.05,
2024/25,South Eastern England Electricity Network,GAT_AF,,1900017427938;1900017427947;1900060576620,,,,GAT_AF,3.0,0.746,39690.72,1.78,1.78,,,,,
2024/25,South Eastern England Electricity Network,NR_DOR,,1900060219303,,,,NR_DOR,2.0,4.623,16959.97,2.3,2.3,,,,,
2024/25,South Eastern England Electricity Network,NR_LEA,,1900060219001,,,,NR_LEA,4.0,1.29,67999.24,2.43,2.43,,,,,
2024/25,South Eastern England Electricity Network,NR_NOR,,1900060219891,,,,NR_NOR,4.0,,69069.5,1.79,1.79,,,,,
2024/25,South Eastern England Electricity Network,NR_SIT,,1900060219819;1900060219855,,,,NR_SIT,3.0,,36594.39,1.82,1.82,,,,,
2024/25,South Eastern England Electricity Network,BNTLEY,713,1900091343778,BNTLEY,713,1900091343787,BNTLEY,,6.286,14.77,1.3,1.3,,1477.43,0.05,0.05,
2024/25,South Eastern England Electricity Network,BOBBNG,705,1900091395508,BOBBNG,705,1900091395517,BOBBNG,,,8.02,2.63,2.63,,1603.2,0.05,0.05,
2024/25,South Eastern England Electricity Network,BRAMBS,695,1900091566810,BRAMBS,695,1900091566820,BRAMBS,,0.289,589.22,1.26,1.26,-0.6,589.22,0.05,0.05,
2024/25,South Eastern England Electricity Network,BRELLE,696,1900091523116,BRELLE,696,1900091523125,BRELLE,1.0,,2549.85,1.34,1.34,,1229.03,0.05,0.05,True
2024/25,South Eastern England Electricity Network,BRKHST,738,1900090834409,BRKHST,738,1900090834418,BRKHST,2.0,1.52,18665.83,3.84,3.84,-4.734,8247.87,0.05,0.05,
2024/25,South Eastern England Electricity Network,CRYENG,,MSID: 7441,CRYENG,,MSID: 7442,CRYENG,,,191.17,0.92,0.92,-0.002,509.79,0.05,0.05,
2024/25,South Eastern England Electricity Network,DARENT,767,1900091057568,DARENT,767,1900091057559,DARENT,1.0,,2712.53,0.97,0.97,,3392.49,0.05,0.05,
2024/25,South Eastern England Electricity Network,GLASSN,697,1900091523301;1900092049178,GLASSN,697,1900091523310;1900092037980,GLASSN,,,654.88,1.6,1.6,-1.034,654.88,0.05,0.05,
2024/25,South Eastern England Electricity Network,HADLOW,744,1900091217043,HADLOW,744,1900091217052,HADLOW,,4.106,3.11,3.5,3.5,,1175.34,0.05,0.05,
2024/25,South Eastern England Electricity Network,HLLMBY,745,1900091217070,HLLMBY,745,1900091217080,HLLMBY,,,16.05,1.27,1.27,,1293.72,0.05,0.05,
2024/25,South Eastern England Electricity Network,HORAMS,701,1900091200068,HORAMS,701,1900091200077,HORAMS,,,22.46,3.79,3.79,,2919.53,0.05,0.05,
2024/25,South Eastern England Electricity Network,MARSHB,709,1900091310596,MARSHB,709,1900091310601,MARSHB,,,34.15,1.19,1.19,,1393.15,0.05,0.05,
2024/25,South Eastern England Electricity Network,MLEHLL,751,1900091183402,MLEHLL,751,1900091183411,MLEHLL,,0.002,4.25,1.71,1.71,,530.88,0.05,0.05,
2024/25,South Eastern England Electricity Network,MLMAYN,749,1900091079241,MLMAYN,749,1900091079232,MLMAYN,,,2.34,2.85,2.85,,1122.02,0.05,0.05,
2024/25,South Eastern England Electricity Network,NEWRID,698,1900091718313;1900092210410,NEWRID,698,1900091718322,NEWRID,1.0,0.018,2498.23,1.59,1.59,,2395.04,0.05,0.05,
2024/25,South Eastern England Electricity Network,SELLSF,720,1900091360950,SELLSF,720,1900091360969,SELLSF,,0.449,6.32,1.57,1.57,,1226.22,0.05,0.05,
2024/25,South Eastern England Electricity Network,SHORHM,,MSID: 7104,SHORHM,,MSID: 7104,SHORHM,2.0,0.005,16376.02,1.42,1.42,,,,,
2024/25,South Eastern England Electricity Network,SOLEES,755,1900091121257;1900091121275,SOLEES,755,1900091121266;1900091121284,SOLEES,,0.009,64.88,1.26,1.26,,2724.79,0.05,0.05,
2024/25,South Eastern England Electricity Network,SYCAMR,737,1900091090096,SYCAMR,737,1900091090101,SYCAMR,,1.518,98.37,2.75,2.75,,3541.46,0.05,0.05,
2024/25,South Eastern England Electricity Network,TONGSF,711,1900091363000,TONGSF,711,1900091363019,TONGSF,1.0,0.682,2542.91,1.3,1.3,,3940.79,0.05,0.05,
2025/26,East of England Electricity Network,ARLAFD,710,1030081553176;1030081553404,ARLAFD,710,1030085114723;1030085114955,ARLAFD,2.0,1.372,23066.3,1.28,1.28,-1.318,129.21,0.05,0.05,
2025/26,East of England Electricity Network,BOCTHA,,1014572608412,,,,BOCTHA,2.0,1.167,24423.54,6.84,6.84,,,,,
2025/26,East of England Electricity Network,BPA_CO,,1014572578282,,,,BPA_CO,1.0,0.313,5810.5,2.76,2.76,,,,,
2025/26,East of England Electricity Network,BUNCDC,,ENET,,,,BUNCDC,4.0,0.0,66019.03,2.45,2.45,,,,,
2025/26,East of England Electricity Network,DRABED,,1014572509517,,,,DRABED,1.0,0.0,17996.01,1.52,1.52,,,,,
2025/26,East of England Electricity Network,ESWMID,432,1014572640842;1014572641075,ESWMID,432,1023518907371;1023518908064,ESWMID,1.0,3.747,5037.6,3.28,3.28,-3.662,22.97,0.05,0.05,
2025/26,East of England Electricity Network,FRDHVS,,1014572810813,,,,FRDHVS,3.0,2.95,49671.7,3.52,3.52,,,,,
2025/26,East of England Electricity Network,FUJISL,,1023526590750;1023526590982;1023526591211,,,,FUJISL,2.0,1.969,23195.52,2.15,2.15,,,,,
2025/26,East of England Electricity Network,GLXOST,,1014569657748;1014569657970,,,,GLXOST,3.0,1.995,49154.85,2.36,2.36,,,,,
2025/26,East of England Electricity Network,GLXOWR,433,1014570677103;1023475633563;1023475634256;1023475634948;1023484819994,GLXOWR,433,1030074763118;1030074763340,GLXOWR,2.0,4.505,23023.23,1.6,1.6,,,,,
2025/26,East of England Electricity Network,HS2_AT,,1050002167017;1050002167026;1050002167035;1050002167044,,,,HS2_AT,4.0,5.417,74043.62,1.15,1.15,,,,,
2025/26,East of England Electricity Network,HTFD_L,,1014569896484,,,,HTFD_L,1.0,0.056,5310.18,1.73,1.73,,,,,
2025/26,East of England Electricity Network,LU_MHO,,1030059686387;1030060990025;1030060990257;1030060990489,,,,LU_MHO,4.0,0.0,158691.24,2.41,2.41,,,,,
2025/26,East of England Electricity Network,LU_NEA,,1050000907391;1050000907407;1050000907416;1050000907443,,,,LU_NEA,4.0,0.0,148340.66,2.77,2.77,,,,,
2025/26,East of England Electricity Network,MSDHOD,,1023533706269;1023533706490,,,,MSDHOD,1.0,0.0,11490.36,2.77,2.77,,,,,
2025/26,East of England Electricity Network,NEWHOL,,1014569560220,,,,NEWHOL,2.0,1.716,26312.27,2.7,2.7,,,,,
2025/26,East of England Electricity Network,NEWSIL,,1030022814396;1030022814624;1030022814856;1030022815089,,,,NEWSIL,3.0,0.0,49499.42,1.49,1.49,,,,,
2025/26,East of England Electricity Network,NR_COL,720,1014572898446;1030076303426,NR_COL,720,1023545945047;1030077668707,NR_COL,2.0,0.0,35009.09,3.73,3.73,0.0,3362.84,0.05,0.05,
2025/26,East of England Electricity Network,NR_CRW,721,1014572578742,NR_CRW,721,1023545945029,NR_CRW,3.0,0.921,61093.78,3.78,3.78,,,,,
2025/26,East of England Electricity Network,NR_GRA,,1014573096936,,,,NR_GRA,2.0,0.263,28820.41,1.37,1.37,,,,,
2025/26,East of England Electricity Network,NR_LBR,,1014572780683,,,,NR_LBR,3.0,0.055,65649.9,2.73,2.73,,,,,
2025/26,East of England Electricity Network,NR_MIL,473,1014573017580,NR_MIL,473,1050000419785,NR_MIL,3.0,0.819,62082.28,2.65,2.65,,,,,
2025/26,East of England Electricity Network,NR_PET,,1014573170075,,,,NR_PET,2.0,0.72,28820.41,3.08,3.08,,,,,
2025/26,East of England Electricity Network,NR_RYE,405,1014572632104,NR_RYE,405,1050000419837,NR_RYE,3.0,0.0,62082.28,2.21,2.21,,,,,
2025/26,East of England Electricity Network,NR_SHN,726,1023478597119,NR_SHN,726,1023545945056,NR_SHN,3.0,1.213,62082.28,2.92,2.92,,,,,
2025/26,East of England Electricity Network,NR_STW,729,1014572719730,NR_STW,729,1023545947968,NR_STW,2.0,0.019,34962.16,3.15,3.15,,,,,
2025/26,East of England Electricity Network,PLMPPR,434,1030062872341;1030062872573,PLMPPR,434,1050001450466;1050001450475,PLMPPR,4.0,0.0,76278.25,1.38,1.38,0.0,1624.32,0.05,0.05,
2025/26,East of England Electricity Network,PP_COR,,1014569523654,,,,PP_COR,2.0,0.0,24655.67,1.34,1.34,,,,,
2025/26,East of England Electricity Network,PRMFDS,,1014572860726;1023479474560,,,,PRMFDS,1.0,2.198,5060.57,2.68,2.68,,,,,
2025/26,East of England Electricity Network,QNETIC,,1014572722956,,,,QNETIC,1.0,2.365,12925.91,3.02,3.02,,,,,
2025/26,East of England Electricity Network,RAINDC,,1050001877738;1050001878244,,,,RAINDC,4.0,0.0,132620.54,2.05,2.05,,,,,
2025/26,East of England Electricity Network,RANJAC,,1014712345991,,,,RANJAC,1.0,0.0,4888.28,2.78,2.78,,,,,
2025/26,East of England Electricity Network,RNDMHS,,1014571768453,,,,RNDMHS,1.0,0.477,4888.28,1.78,1.78,,,,,
2025/26,East of England Electricity Network,RPRLTD,,1014569969627,,,,RPRLTD,1.0,3.716,5060.57,3.61,3.61,,,,,
2025/26,East of England Electricity Network,SHELL_,,1030083272428;1050001161751,,,,SHELL_,4.0,1.939,74342.98,1.48,1.48,,,,,
2025/26,East of England Electricity Network,STANS2,,1030047519845;1030047520070;1050001977780,,,,STANS2,2.0,1.185,51636.33,4.53,4.53,,,,,
2025/26,East of England Electricity Network,STMFRD,,MSID: 2035,,,,STMFRD,4.0,0.0,73354.47,3.45,3.45,,,,,
2025/26,East of England Electricity Network,WILLIA,,1030027859903,,,,WILLIA,1.0,0.466,6998.18,2.97,2.97,,,,,
2025/26,East of England Electricity Network,AIAMAN,435,1014569292506,AIAMAN,435,1030054607984,AIAMAN,1.0,4.816,4732.41,3.21,3.21,-4.624,328.16,0.05,0.05,
2025/26,East of England Electricity Network,ARDLGH,666,1050001061597,ARDLGH,666,1050001061602,ARDLGH,,0.0,3.81,2.69,2.69,0.0,1524.31,0.05,0.05,
2025/26,East of England Electricity Network,ASTONC,780,1050000834246,ASTONC,780,1050000834255,ASTONC,,2.855,4.98,2.72,2.72,0.0,996.51,0.05,0.05,
2025/26,East of England Electricity Network,AVENUE,781,1050000774970,AVENUE,781,1050000774980,AVENUE,,0.356,28.45,1.93,1.93,0.0,1849.41,0.05,0.05,
2025/26,East of England Electricity Network,BAYFMS,745,1050000579318,BAYFMS,745,1050000579327,BAYFMS,,0.0,64.5,4.52,4.52,0.0,5159.97,0.05,0.05,
2025/26,East of England Electricity Network,BGWDWF,746,1030083931374,BGWDWF,746,1030083931142,BGWDWF,1.0,0.0,4722.56,6.08,6.08,0.0,537.66,0.05,0.05,
2025/26,East of England Electricity Network,BLCAMB,653,1050001036615,BLCAMB,653,1050001036624,BLCAMB,,0.428,9.69,1.84,1.84,0.0,484.56,0.05,0.05,
2025/26,East of England Electricity Network,BRENBS,,MSID: 7508,BRENBS,,MSID: 7509,BRENBS,,0.0,1003.98,3.0,3.0,-2.408,1003.98,0.05,0.05,
2025/26,East of England Electricity Network,BS_BUR,700,1023485782314;1050000914910,BS_BUR,700,1023485782546;1050000914900,BS_BUR,2.0,1.277,22860.39,1.25,1.25,-1.277,1301.03,0.05,0.05,
2025/26,East of England Electricity Network,BSGBRN,784,1050000773851,BSGBRN,784,1050000773860,BSGBRN,1.0,0.0,4739.28,1.85,1.85,0.0,2793.91,0.05,0.05,
2025/26,East of England Electricity Network,CANTSF,749,1030082355419,CANTSF,749,1030081926920,CANTSF,,0.0,28.75,2.49,2.49,0.0,1437.41,0.05,0.05,
2025/26,East of England Electricity Network,CHAPBS,,MSID: 7510,CHAPBS,,MSID: 7511,CHAPBS,,0.0,1066.15,1.45,1.45,-0.254,1066.15,0.05,0.05,
2025/26,East of England Electricity Network,CHEARF,418,1050002211702,CHEARF,418,1050002211711,CHEARF,2.0,2.417,25068.66,1.22,1.22,-2.179,5121.43,0.05,0.05,
2025/26,East of England Electricity Network,CHFARM,683,1050000961983,CHFARM,683,1050000961992,CHFARM,,2.606,74.23,1.56,1.56,0.0,3860.16,0.05,0.05,
2025/26,East of England Electricity Network,CHPLOW,655,1050000948022,CHPLOW,655,1050000948031,CHPLOW,,0.0,94.6,1.86,1.86,0.0,7883.5,0.05,0.05,
2025/26,East of England Electricity Network,CLRDWN,439,1050001495174,CLRDWN,439,1050001495183,CLRDWN,,1.239,891.27,2.59,2.59,-3.263,891.27,0.05,0.05,
2025/26,East of England Electricity Network,CLTSHL,467,1050000841917,CLTSHL,467,1050000841926,CLTSHL,,0.0,5.79,4.92,4.92,0.0,1157.59,0.05,0.05,
2025/26,East of England Electricity Network,COLDHA,715,1030017556367;1050003019620,COLDHA,715,1030017556135;1050003019630,COLDHA,1.0,0.229,4811.54,1.29,1.29,,,,,
