Company,Unit,Default/Market,Location,Oct 13 - LEAD,Oct 13  - LAG,Oct 13  - TOTAL,Nov 13 - LEAD,Nov 13 - LAG,Nov 13 - TOTAL,Dec 13 - LEAD,Dec 13 -LAG,Dec 13 - TOTAL,Jan 14 - LEAD,Jan 14 - LAG,Jan 14 - TOTAL,Feb 14 - LEAD,Feb 14- LAG,Feb 14 - TOTAL,Mar 14 - LEAD,Mar 14  - LAG,Mar 14 - TOTAL,Apr 14 - LEAD,Apr 14  - LAG,Apr 14   - TOTAL,May 14 - LEAD,May 14 - LAG,May 14 - TOTAL,Jun 14 - LEAD,Jun 14 -LAG,Jun 14 - TOTAL,Jul 14 - LEAD,Jul 14  - LAG,Jul 14  - TOTAL,Aug 14 - LEAD,Aug 14 - LAG,Aug 14  - TOTAL,Sep 14- LEAD,Sep 14  - LAG,Sep 14- TOTAL, Oct 14- LEAD,Oct 14- LAG,Oct 14   - TOTAL,Nov 14 - LEAD,Nov 14- LAG,Nov 14- TOTAL,Dec 14 - LEAD,Dec 14  -LAG,Dec 14  - TOTAL,Jan 15 - LEAD,Jan 15  - LAG,Jan 15 - TOTAL,Feb 15 - LEAD,Feb 15  - LAG,Feb 15 - TOTAL,Mar 15- LEAD,Mar 15  - LAG,Mar 15- TOTAL, Apr 15- LEAD, Apr 15- LAG, Apr 15  - TOTAL,May 15 - LEAD,May 15- LAG,May 15- TOTAL,Jun 15 - LEAD,Jun 15  -LAG,Jun 15  - TOTAL,Jul 15 - LEAD,Jul 15  - LAG,Jul 15  - TOTAL,Aug 15 - LEAD,Aug 15  - LAG,Aug 15  - TOTAL,Sep 15- LEAD,Sep 15 - LAG,Sep 15- TOTAL,Oct 15- LEAD, Oct 15- LAG,Oct 15  - TOTAL,Nov 15 - LEAD,Nov 15- LAG,Nov 15- TOTAL,Dec 15 - LEAD,Dec 15  -LAG,Dec 15  - TOTAL,Jan 16 - LEAD,Jan 16  - LAG,Jan 16   - TOTAL,Feb 16 - LEAD,Feb 16- LAG,Feb 16 - TOTAL,Mar 16 - LEAD,Mar 16  - LAG,Mar 16 - TOTAL, Apr 16 - LEAD, Apr 16  - LAG, Apr 16- TOTAL,May 16 - LEAD,May 16 - LAG,May 16 - TOTAL,Jun 16 - LEAD,Jun 16 -LAG,Jun 16- TOTAL,Jul 16 - LEAD,Jul 16 - LAG,Jul 16 - TOTAL,Aug 16 - LEAD,Aug 16- LAG,Aug 16 - TOTAL,Sep 16 - LEAD,Sep 16  - LAG,Sep 16  - TOTAL, Oct 16 - LEAD, Oct 16  - LAG, Oct 16 - TOTAL,Nov 16 - LEAD,Nov 16 - LAG,Nov 16 - TOTAL,Dec 16 - LEAD,Dec 16 -LAG,Dec 16 - TOTAL,Jan 17 - LEAD,Jan 17 - LAG,Jan 17 - TOTAL,Feb 17 - LEAD,Feb 17 - LAG,Feb 17 - TOTAL,Mar 17- LEAD,Mar 17  - LAG,Mar 17 - TOTAL, Apr 17 - LEAD, Apr 17  - LAG, Apr 17 - TOTAL,May 17 - LEAD,May 17 - LAG,May 17 - TOTAL,Jun 17 - LEAD,Jun 17  -LAG,Jun 17  - TOTAL,Jul 17 - LEAD,Jul 17 - LAG,Jul 17- TOTAL,Aug 17 - LEAD,Aug 17 - LAG,Aug 17 - TOTAL,Sep 17- LEAD,Sep 17  - LAG,Sep 17 - TOTAL, Oct 17 - LEAD, Oct 17  - LAG,  Oct 17 - TOTAL,Nov 17 - LEAD,Nov 17 - LAG,Nov 17 - TOTAL,Dec 17 - LEAD,Dec 17  -LAG,Dec 17  - TOTAL,Jan 18 - LEAD,Jan 18  - LAG,Jan 18 - TOTAL,Feb 18 - LEAD,Feb 18 - LAG,Feb 18 - TOTAL,Mar 18 - LEAD,Mar 18  - LAG,Mar 18 - TOTAL, Apr 18 - LEAD,Apr 18  - LAG,  Apr 18 - TOTAL,May 18 - LEAD,May 18 - LAG,May 18 - TOTAL,Jun 18 - LEAD,Jun 18 -LAG,Jun 18  - TOTAL,Jul 18 - LEAD,Jul 18  - LAG,Jul 18 - TOTAL,Aug 18 - LEAD,Aug 18 - LAG,Aug 18 - TOTAL,Sep 18 - LEAD,Sep 18  - LAG,Sep 18 - TOTAL, Oct 18 - LEAD, Oct 18  - LAG, Oct 18 - TOTAL,Nov 18 - LEAD,Nov 18 - LAG,Nov 18 - TOTAL,Dec 18 - LEAD,Dec 18 -LAG,Dec 18  - TOTAL,Jan 19 - LEAD,Jan 19  - LAG,Jan 19 - TOTAL,Feb 19 - LEAD,Feb 19 - LAG,Feb 19- TOTAL,Mar 19 - LEAD,Mar 19  - LAG,Mar 19 - TOTAL,Apr 19 - LEAD,Apr 19 -LAG,Apr 19- TOTAL,May 19 - LEAD,May 19 -LAG,May 19- TOTAL,Jun 19 - LEAD,Jun 19 -LAG,Jun 19- TOTAL,Jul 19 - LEAD,Jul 19 -LAG,Jul 19- TOTAL,Aug 19 - LEAD, Aug 19 -LAG,Aug 19- TOTAL,Sep 19 - LEAD,Sep 19 -LAG,Sep 19- TOTAL,Oct 19 -LEAD,Oct 19 - LAG,Oct -19 TOTAL,Nov 19 -LEAD,Nov 19 - LAG,Nov -19 TOTAL,Dec 19 -LEAD,Dec 19 - LAG,Dec 19 - TOTAL,Jan 20 -LEAD,Jan 20 - LAG,Jan 20 - TOTAL,Feb 20 -LEAD,Feb 20 - LAG,Feb 20 - TOTAL,Mar 20 -LEAD,Mar 20 - LAG,Mar 20 - TOTAL
CDCL,CDCL_01Z,D,N,36,"7,333","7,368","2,140","7,279","9,420",581,"7,984","8,565",449,"7,058","7,507",36,"6,644","6,681",138,"7,156","7,294","1,219","6,474","7,693","2,944","6,214","9,158","5,133","6,654","11,787","6,199","5,998","12,197","11,871","4,465","16,336","2,989","2,744","5,733","4,493","6,703","11,196","2,053","6,252","8,305",644,"6,795","7,439",423,"6,517","6,940","1,657","6,019","7,676",330,"7,212","7,542","2,719","5,714","8,433","1,229","6,349","7,578",97,"6,801","6,898",93,"6,813","6,906","3,968","5,776","9,744","2,352","2,529","4,881","6,595","4,518","11,114","1,282","5,811","7,094","1,282","5,811","7,094","6,826","6,731","13,557","7,117","6,833","13,950","20,795","3,482","24,277","14,321","3,747","18,068","11,341","4,285","15,626","15,319","3,374","18,693","14,541","3,843","18,384","31,536","2,391","33,926","24,320","1,858","26,178","32,796","3,407","36,203","24,534","2,697","27,231","19,627","4,535","24,162","20,098","3,797","23,895","23,532","3,239","26,772","26,737","2,943","29,680","29,729","3,194","32,923","34,339","2,596","36,935","27,696","2,834","30,530","37,534","1,472","39,006","25,535","2,153","27,689",0,0,0,0,0,0,700,721,"1,421","6,925","6,442","13,367","6,168","8,861","15,029","8,113","5,462","13,575","10,414","3,310","13,724","33,160","3,055","36,215","34,146","2,000","36,146","31,693","1,894","33,588","26,375","1,756","28,131","48,307","2,445","50,752","37,311","4,284","41,595","36,920","3,658","40,578","12,583","16,176","28,760","27,506","5,197","32,702","20,562","2,887","23,450",30939.48,2297.43,"33,237",26563.5,4136.67,"30,700","24,602","5,060","29,662",12824.46,3278.88,16103.34,27622.44,3771.99,31394.43,30892.14,5387.13,36279.27,27912.69,3505.05,31417.74,28692.45,6581.25,35273.7,27946.44,2640.69,30587.13,7825.59,10951.65,18777.24,12267.81,14779.98,27047.79,2129.31,23661,25790.31,15761.88,7198.02,22959.9,6491.25,1857.24,8348.49
CLAN,LAGA_01Z,D,N,"12,268","4,100","16,368","9,097","4,588","13,684","5,812","3,524","9,336","6,865","4,169","11,034","5,732","2,648","8,380","6,953","3,378","10,331","18,116","2,873","20,988","19,042","2,402","21,444","20,644","2,944","23,588","22,678","3,634","26,312",0,0,0,"3,298","1,975","5,273","11,924","4,063","15,987","7,054","6,214","13,267","13,131","4,463","17,594","8,373","3,723","12,095","6,899","3,873","10,772","5,738","1,681","7,420","3,885","2,191","6,076","2,958","2,138","5,096",0,0,0,"3,272","2,519","5,791","4,178","2,508","6,685","11,513","3,867","15,380","2,701","2,303","5,004","6,132","2,750","8,883","6,132","2,750","8,883","16,779","3,544","20,323","8,178","3,940","12,118","3,922",899,"4,822","9,725",921,"10,646","17,206","2,637","19,844",0,0,0,"1,417",936,"2,353","11,102","2,738","13,841","22,697","2,958","25,655","39,046","3,411","42,457","20,121","4,155","24,276","21,430","4,900","26,330","27,167","5,804","32,972","26,081","4,301","30,382","44,189","3,783","47,972",0,0,0,0,0,0,"10,959","1,357","12,316","28,126","2,468","30,594","28,501","2,473","30,974","10,962","4,469","15,431","9,002","7,830","16,833","6,053","4,522","10,575","6,906","5,520","12,426","14,175","2,961","17,136","18,539","4,734","23,273","19,698","5,713","25,410","6,659","2,221","8,879","1,067",978,"2,045","6,102","3,860","9,962","5,855","5,287","11,143","5,277","3,075","8,351","4,500","2,797","7,297","6,018","3,827","9,846","5,347","4,635","9,982","3,269","5,135","8,404","2,604","5,730","8,335",1608.4,5332.8,"6,941",3464.3,4183.9,"7,648","7,172","5,466","12,638",6578.2,6881.2,13459.4,6716.9,9760.5,16477.4,1968.9,294.3,2263.2,0,0,0,0,0,0,2451.9,4081.5,6533.4,2114.8,7560.6,9675.4,4147.4,5751.5,9898.9,4283.7,7391,11674.7,2721.3,6356.2,9077.5,23188,5771.5,28959.5
CORB,CORB_01Z,D,M,795,46,841,"1,696",506,"2,202","2,051",500,"2,551","1,386",360,"1,746","1,541",324,"1,865",719,268,987,41,2,43,56,6,61,123,935,"1,058","1,397",843,"2,239",751,652,"1,404",80,112,192,"1,946",634,"2,580",776,189,965,181,377,558,347,"1,760","2,107","1,335","1,946","3,281","1,027",794,"1,821",779,107,886,20,1,21,"1,672",123,"1,795",464,157,621,"1,322","1,033","2,355","1,344",417,"1,761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,23,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,53,128,0,128,210,5,215,3,56,59,20,28,48,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,486,913,36,89,125,362,57,418,211,30,241,729,279,"1,008",259,71,330,177,7,184,95,159,254,72,16,87,166,4,171,85,4,88,72,1,73,133,260,393,114,11,125,34,255,289,685,351,"1,036",69.98,2.28,72,69.336,15.48,85,0,0,0,16.32,5.59,21.91,0,0,0,32.59,0,32.59,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   ,66.1,228.5,294.6, -   , -   , -   ,110,8.8,118.8, -   , -   , -   
COSO,COSO_01Z,D,S,234,0,234,"1,233",0,"1,233",768,0,768,469,0,469,469,0,469,985,0,985,"1,587",0,"1,587",0,0,0,0,0,0,0,0,0,0,0,0,769,0,769,"38,864","4,346","43,209","16,674","2,761","19,435","24,876","1,510","26,386","19,650","2,100","21,749","7,213",966,"8,178","4,019","1,280","5,299","1,690",186,"1,876","47,755","3,951","51,706","27,794","3,376","31,169","5,676","1,140","6,816","15,533",931,"16,464","5,494",760,"6,254","38,291","1,061","39,352","36,311","4,955","41,266","36,311","4,955","41,266","9,628","1,173","10,801","7,944","2,361","10,305","4,009",996,"5,005","50,602","2,193","52,795","61,608","2,660","64,268","54,070","2,983","57,053","42,493","3,898","46,391","30,067","2,179","32,246","33,299","3,038","36,337","28,620","4,372","32,992","34,789","4,997","39,786","51,934","4,892","56,826","38,551","5,817","44,368","14,301","2,367","16,668","28,039","1,990","30,029","30,469","1,824","32,294","31,053","1,197","32,250","30,835","1,923","32,758","42,845","1,556","44,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,648",223,"2,870","6,890","1,928","8,817","5,450","1,417","6,867","18,145","1,998","20,142","11,711",635,"12,346","17,212","1,884","19,096","15,530","1,975","17,505","23,397","2,059","25,456","37,605","3,055","40,660","22,134","1,812","23,946",0,0,0,0,2,2,0,0,0,5016.1,197.4,"5,214",15658.1,1045.5,"16,704","20,957","2,802","23,759",37431.65,1736.45,39168.1,49163.1,2555.75,51718.85,37772.6,1958.2,39730.8,21444,1102.45,22546.45,30287.1,2504.25,32791.35,"21,127.10","3,652.00","24,779.10","9,630.30","2,816.40","12,446.60","16,865.80","1,883.60","18,749.40","5,745.70","2,389.30","8,134.90","9,751.60","1,950.30","11,701.90","12,474.20","2,286.20","14,760.40"
DAMC,DAMC_01Z,D,S,"67,238","7,045","74,283","63,473","7,743","71,216","41,341","9,038","50,379","36,841","7,833","44,673","45,145","10,571","55,717","67,559","7,031","74,591","49,525","3,033","52,558","71,305","5,563","76,868","74,666","3,639","78,306","73,763","3,180","76,942","75,754","5,042","80,796","67,923","3,426","71,349","4,955","1,321","6,275","14,130","6,158","20,288","48,364","8,209","56,572","42,865","9,470","52,335","48,923","8,978","57,901","61,764","9,791","71,555","67,373","7,583","74,957","73,639","6,987","80,626","58,068","6,710","64,778","54,397","6,536","60,933","51,308","4,389","55,696","57,358","5,076","62,434","14,031","3,997","18,028","9,725","4,035","13,760","9,725","4,035","13,760","36,088","5,692","41,780","35,710","5,557","41,268","44,963","8,224","53,187","49,569","5,005","54,574","73,842","4,246","78,088","47,742","5,385","53,127","45,946","6,136","52,082","56,100","5,901","62,001","57,420","5,785","63,205","34,604","5,139","39,744","31,833","6,841","38,674","39,678","4,735","44,413","35,357","8,862","44,219","12,711","9,378","22,089","10,216","4,595","14,810","1,482",617,"2,099","65,931","4,323","70,254","61,427","6,012","67,440","60,474","4,922","65,396","55,665","6,642","62,306","48,695","5,771","54,466","31,285","8,986","40,271","32,658","9,184","41,842","24,596","6,848","31,444","32,580","7,113","39,693","27,732","7,294","35,026","39,624","7,159","46,783","49,833","7,725","57,558","42,465","8,096","50,561","50,626","6,432","57,058","13,784","2,472","16,256","9,581","2,585","12,166","16,379","4,675","21,054","14,622","5,325","19,947","12,769","5,581","18,350","9,198","2,330","11,529","7,205","4,609","11,814",3841.43,2896.97,"6,738",2360.745,1597.86,"3,959","4,760","1,545","6,305",10623.02,2297.7,12920.72,20938.77,3226.77,24165.54,12965.27,3377.57,16342.84,13496.63,1329.75,14826.38,32961.6,5782.19,38743.79,22837.68,6415.47,29253.15,14380.34,4716.5,19096.84,5716.44,2834.06,8550.5,3964.95,2751.98,6716.93,7166.61,3749.36,10915.97,8821.31,4427.19,13248.5
DEEP,DEEP_01Z,D,N,351,"6,938","7,289",444,"4,755","5,199","1,108","6,624","7,733","2,420","5,656","8,075","1,113","8,181","9,294",607,"4,980","5,587","1,428","5,772","7,200","3,709","4,533","8,242",528,"2,869","3,397",0,0,0,"1,904","1,673","3,577","2,435","4,926","7,361","1,284","7,633","8,917",699,"5,618","6,317",525,"5,213","5,738",209,"4,915","5,124",316,"5,094","5,410",267,"4,386","4,653",511,"3,801","4,312",0,"1,674","1,674",354,"4,618","4,972",0,"1,773","1,773","2,045","2,965","5,010",886,"5,847","6,733",283,"4,601","4,884",174,"4,320","4,493",174,"4,320","4,493","1,339","4,027","5,366",534,"2,389","2,924",660,"5,091","5,751","2,562","3,584","6,147",4,191,195,2,0,2,"1,037",0,"1,037","5,007",0,"5,007","1,733",0,"1,733","3,351",0,"3,351","2,002",0,"2,002","1,028",0,"1,028","1,235",0,"1,235","1,460","4,717","6,177",468,"1,291","1,759","3,616","2,586","6,203","1,487","1,449","2,936",104,702,806,569,"1,241","1,810",0,0,0,"1,623","8,487","10,110","2,088","6,232","8,319","1,480","6,036","7,517","2,760","6,277","9,036","1,340","7,733","9,073","1,128","4,983","6,111","1,151","7,572","8,724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DERW,DERW_01Z,D,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPGL,CNQPS01Z,D,N,"3,253",35,"3,287","3,706",477,"4,183","4,381",672,"5,053","3,103",52,"3,155","3,968",106,"4,073","5,815","1,092","6,907","4,306",231,"4,537","4,161",685,"4,845","10,673",16,"10,690","5,563",204,"5,767","5,017",121,"5,138","4,052",242,"4,294","9,213",817,"10,030","4,784",271,"5,055","4,451",314,"4,764","5,303",369,"5,671","3,737",492,"4,228","3,994",38,"4,033","8,061",817,"8,878","14,597","1,841","16,438","8,350",891,"9,240","9,698","1,390","11,088","10,231","1,384","11,615","4,298","1,226","5,524",0,0,0,0,0,0,0,0,0,0,0,0,"5,006","1,065","6,071","4,003",771,"4,774","5,383",335,"5,718","4,401",135,"4,536","10,584",863,"11,447","7,114",569,"7,683","9,833",198,"10,031","19,516","1,706","21,222","17,496","1,412","18,908","12,038","1,832","13,870","14,207",596,"14,803","9,842",643,"10,485","6,114",691,"6,805","8,827",131,"8,958","9,185",131,"9,317","8,494",63,"8,557","7,284",70,"7,355","9,399",77,"9,477","5,255",121,"5,376","5,136",225,"5,361","4,146",127,"4,273","7,146",284,"7,429","5,573",753,"6,326","6,046",357,"6,404","3,474",354,"3,828","5,476",943,"6,420","8,784",16,"8,801","3,723",97,"3,819","7,478",547,"8,025","7,321",240,"7,561","3,059",368,"3,427","5,476",349,"5,825","6,649",893,"7,542","3,734","1,352","5,086","6,082",628,"6,710","7,143","1,180","8,323",8735.64,730.55,"9,466",7361.361,2056.383,"9,418","3,166",53,"3,219",5159.26,271.03,5430.29,3893.78,356.52,4250.3,6143.76,681.53,6825.29,4899.32,715.87,5615.19,6624.45,921.25,7545.7,6170.47,746.24,6916.71,6417.75,1230.71,7648.46,7701.94,1512.76,9214.7,5361.62,507.47,5869.09,4995.02,417.5,5412.52,5756.69,1261.13,7017.82
DPGL,CNQPS02Z,D,N,"2,693",0,"2,693","2,107",259,"2,365","3,725",46,"3,770","2,787",3,"2,790","3,382",0,"3,382","2,801",0,"2,801","2,481",0,"2,481","2,563",0,"2,563",218,0,218,0,0,0,0,0,0,0,0,0,"4,399",602,"5,002","4,339","1,471","5,810","3,351",561,"3,912","3,332",918,"4,250","4,875","1,489","6,364","4,785",853,"5,639","6,514",54,"6,568","17,948","1,368","19,317","4,995","1,200","6,195","8,756",693,"9,449","9,023",842,"9,865","6,267",822,"7,089","9,035","2,288","11,323","5,811","1,598","7,409","5,811","1,598","7,409","9,621","2,242","11,863","9,204","2,631","11,836","20,690","3,827","24,517","21,894","2,416","24,310","15,894",867,"16,762","10,458",632,"11,090","14,752",922,"15,675","17,197","1,546","18,743","13,963","2,771","16,734","14,683","1,342","16,025","10,235","2,448","12,684","8,467",962,"9,428","9,556","1,428","10,983","10,164","1,074","11,238","7,222",737,"7,960","15,020","1,012","16,032","9,439",701,"10,140","7,620",302,"7,921","4,539",271,"4,810","10,232","1,068","11,301","9,085","1,462","10,547","5,464",386,"5,850","4,362",551,"4,913","6,450","2,019","8,469","7,203",613,"7,817","6,650",553,"7,203","5,272",329,"5,601","6,906",248,"7,153","4,977",44,"5,022","5,529",11,"5,540","6,858",584,"7,441","2,940",295,"3,236",0,0,0,"8,266","1,622","9,889","5,959","3,761","9,720","4,329",204,"4,532","8,571","2,802","11,373",6244.69,746.99,"6,992",4774.833,398.223,"5,173",0,0,0,0,0,0,0,0,0,3011.15,61.36,3072.51,3840.48,1624.83,5465.31,1176.53,96.83,1273.36,0,0,0,0,0,0,0,0,0,0,0,0,2949.47,369.12,3318.59,4948.21,554.97,5503.18
DPGL,CNQPS03Z,D,N,"7,783","1,103","8,886","8,231",278,"8,510","5,184",446,"5,631","2,464",82,"2,546","2,728",44,"2,772","3,392",611,"4,003","5,220",731,"5,951","6,073",241,"6,313","12,710",115,"12,825","17,104","1,480","18,584","10,780",592,"11,372","6,348",125,"6,473","5,707","1,000","6,708","4,151",433,"4,584","4,177",326,"4,503","4,384",385,"4,770","2,929","1,337","4,266","4,667",195,"4,863","3,048",0,"3,048","7,493",285,"7,778",0,0,0,0,0,0,"4,968",77,"5,045","9,401",847,"10,248","9,439","1,801","11,241","6,940","1,658","8,598","6,940","1,658","8,598","5,361",988,"6,348","5,028",204,"5,232","7,952",687,"8,638","11,254",368,"11,622","8,537",873,"9,410","5,668",148,"5,816","6,424",288,"6,713","18,035",666,"18,701","31,176","1,491","32,667","18,007","1,467","19,473","14,730",725,"15,455","11,258","1,227","12,485","6,917",612,"7,529","5,215",217,"5,432","9,905",494,"10,399","6,835",137,"6,972","9,092",387,"9,479","8,885",117,"9,002","7,906",364,"8,270","6,071",50,"6,122","7,303",69,"7,372","5,254","1,203","6,457","7,562","1,335","8,897","4,994","1,275","6,269","5,204","2,231","7,436","5,065","1,915","6,981","7,075",818,"7,893","5,659",398,"6,057","8,076",84,"8,160","6,591",630,"7,221","7,935",272,"8,207","4,288",67,"4,355","2,709",0,"2,709","4,763",588,"5,351","4,220",427,"4,647","3,416",449,"3,865","7,280","2,728","10,008",4803.5,532.6,"5,336",3791.844,330.183,"4,122","7,180","1,149","8,330",5173.12,265.23,5438.35,7862.4,181.76,8044.16,5228.31,4.35,5232.66,4445.22,248.98,4694.2,2603.54,228.69,2832.23,3344.42,770.74,4115.16,4695.89,1179.74,5875.63,4677.69,173.94,4851.63,4585.33,126.25,4711.58,2227.43,216.85,2444.28,5655.89,403.89,6059.78
DPGL,CNQPS04Z,D,N,"5,775",819,"6,594","4,754","1,234","5,988","5,454",812,"6,266","3,193",185,"3,378","3,590",490,"4,079","4,937","1,605","6,542","5,592",448,"6,039","4,319",123,"4,443","10,141",899,"11,040","15,900","1,514","17,413","13,855",978,"14,833","5,783","1,138","6,921","9,376","1,020","10,396","5,896",475,"6,371","3,967",284,"4,251","5,020",238,"5,258","4,487",490,"4,977","4,833","1,052","5,885","4,571",123,"4,694","16,268","1,968","18,236","7,412",507,"7,919","6,804",871,"7,676","4,932",411,"5,343","6,689",603,"7,292","3,485",245,"3,730","4,414",518,"4,932","4,414",518,"4,932","7,431","2,396","9,827","7,604","1,267","8,871","19,911","2,580","22,491","12,378",567,"12,945","5,437",794,"6,231","5,855","1,451","7,306","11,297",741,"12,038","18,697","1,869","20,566",18,0,18,"10,792",652,"11,444","1,255","4,914","6,169","5,886","1,348","7,233","4,156",886,"5,042","1,941",0,"1,941","2,248",0,"2,248",5,0,5,1,0,1,2,0,2,"1,370",152,"1,523","8,172",528,"8,700","6,117","1,928","8,045","2,871",255,"3,126","3,633","1,538","5,171","3,174","1,451","4,625","4,493","1,587","6,080","2,214",670,"2,884","2,693",418,"3,111","4,389",871,"5,259",0,0,0,0,0,0,"2,317",11,"2,329","7,950",563,"8,514","4,847",955,"5,803","5,471","1,953","7,424","5,366","2,502","7,868","5,456",623,"6,079","6,383","3,695","10,078",7513.57,1109.37,"8,623",4851.693,1344.357,"6,196","1,446",74,"1,520",10741.06,1098.03,11839.09,6305.29,1368.8,7674.09,7835.5,1089.46,8924.96,6449.25,1339.82,7789.07,6563.4,1166.26,7729.66,3191.58,447.05,3638.63,3497.26,517.8,4015.06,6874.75,1321.93,8196.68,7824.03,1282.87,9106.9,7162.09,176.72,7338.81,8360.48,612.68,8973.16
DRAX,DRAXX01Z,D,N,"19,237","4,896","24,133","12,354","4,561","16,915","13,451","5,508","18,959","11,533","6,768","18,301","9,529","5,133","14,662","14,456","4,680","19,136","23,761","2,684","26,445","39,079","1,451","40,530","43,045","2,433","45,478","48,632","2,318","50,950","57,250","2,390","59,640","36,887","5,879","42,765","21,716","3,539","25,255","16,537","3,923","20,459","19,643","4,398","24,041","18,822","6,004","24,826","11,324","5,164","16,488","16,873","6,277","23,151","35,094","1,480","36,574","22,376","1,536","23,912",0,1,1,"38,035","1,091","39,126","55,874","1,274","57,148","56,334","1,176","57,510","39,366","1,552","40,919","56,700","1,464","58,164","56,700","1,464","58,164","41,285","2,658","43,944","34,629","2,802","37,431","54,290","1,534","55,824","67,951","1,616","69,567","66,783",620,"67,403","64,202","1,314","65,515","89,616",466,"90,083","74,868","1,317","76,184","61,941","1,213","63,153","55,983","1,358","57,341","35,312","2,525","37,837","48,952","2,674","51,625","33,812","3,179","36,991","43,575",968,"44,543","62,424",796,"63,220","58,666","2,256","60,922","66,179",768,"66,947","49,782",393,"50,175","78,473","1,006","79,479","54,332",685,"55,017",0,0,0,0,0,0,"18,338",219,"18,558","53,052","3,700","56,753","38,975","3,412","42,387","29,999","3,107","33,106","32,712","1,668","34,380","33,564","1,856","35,420","54,413",563,"54,976","63,439",906,"64,344","48,376",984,"49,360","47,495","1,873","49,368","39,947","1,310","41,257","37,558","3,596","41,153","32,936","1,809","34,745","46,822","2,377","49,199","48,254","1,743",49997.45,45519.6,1243.15,"46,763",5231.95,122.8,"5,355","68,028",355,"68,383",85491.85,308.65,85800.5,75928.5,1292.3,77220.8,55348.1,1567.8,56915.9,40910.5,1136.45,42046.95,77046.2,1035.6,78081.8,51277.6,2178,53455.6,29948.4,2441.85,32390.25,43192.35,2500.6,45692.95,24681,3472.6,28153.6,17601.55,1359.8,18961.35,51328.8,1939.15,53267.95
DRAX,DRAXX02Z,D,N,"20,252","5,316","25,568","11,990","6,539","18,529","14,069","7,060","21,130","8,118","7,701","15,819","10,682","5,794","16,476","13,363","5,265","18,628","23,567","3,888","27,454","36,595","2,793","39,387","40,733","3,701","44,433","48,173","2,753","50,926","50,981","5,451","56,432","28,882","3,776","32,658","23,042","5,312","28,354","20,530","4,727","25,258","22,621","4,654","27,275","14,320","4,697","19,016","11,256","6,207","17,464","20,674","5,436","26,109","36,443","2,436","38,879","28,826","4,960","33,785","39,668","1,221","40,889",873,533,"1,405",1,1,1,72,299,372,"18,406","8,404","26,809","47,873","2,381","50,255","47,873","2,381","50,255","35,721","3,427","39,147","28,225","3,620","31,845","47,893","2,271","50,164","56,288","1,566","57,855","70,571","1,469","72,039","79,568",152,"79,720","49,028",96,"49,123","26,632",306,"26,939","58,833","1,287","60,120","57,552","1,793","59,345","32,715","2,407","35,122","45,133","2,147","47,280","27,176","4,055","31,231","36,771","2,691","39,462","54,229","1,628","55,857","30,484","2,366","32,849","57,759",947,"58,706","35,454",255,"35,709","51,095",430,"51,525","54,851","1,766","56,617","35,385","1,741","37,126","12,225",909,"13,134","21,583","3,984","25,567","9,645","5,251","14,896","12,641",744,"13,385",853,55,908,"16,557",734,"17,291","34,567","2,821","37,388","46,059","1,645","47,704","30,831",995,"31,826","22,291","2,395","24,686","24,517","3,002","27,519","29,767","2,522","32,289","33,049","3,433","36,482","22,750","2,961","25,711","40,404","2,626","43,029","39,308","2,461",41768.95,23920.7,1141.45,"25,062",45848.65,2475,"48,324","13,134","1,458","14,592",81549.7,1586.45,83136.15,68848.35,2360.2,71208.55,19942.55,579.9,20522.45,0,0,0,0,0,0,0,0,0,29938.1,84.1,30022.2,40894.7,3210.5,44105.2,13080.6,2417.8,15498.4,22501.45,2615.3,25116.75,31835.25,3102.25,34937.5
