id,Company,Unit,Default/Market,Location,Apr 20 -LEAD,Apr 20 - LAG,Apr 20 - TOTAL,May 20 -LEAD,May 20 - LAG,May 20 - TOTAL,Jun 20 -LEAD,Jun 20 - LAG,Jun 20 - TOTAL,Jul 20 -LEAD,Jul 20 - LAG,Jul 20 - TOTAL,Aug 20 -LEAD,Aug 20 - LAG,Aug 20 - TOTAL,Sep 20 -LEAD,Sep 20 - LAG,Sep 20 - TOTAL,Oct 20 -LEAD,Oct 20 - LAG,Oct 20 - TOTAL,Nov 20 -LEAD,Nov 20 - LAG,Nov 20 - TOTAL,Dec 20 -LEAD,Dec 20 - LAG,Dec 20 - TOTAL,Jan 21 -LEAD,Jan 21 - LAG,Jan 21 - TOTAL,Feb 21 -LEAD,Feb 21 - LAG,Feb 21 - TOTAL,Mar 21 -LEAD,Mar 21 - LAG,Mar 21 - TOTAL,Apr 21 -LEAD,Apr 21 - LAG,Apr 21 - TOTAL,May 21 -LEAD,May 21 - LAG,May 21 - TOTAL,Jun 21 -LEAD,Jun 21 - LAG,Jun 21 - TOTAL,Jul 21 -LEAD,Jul 21 - LAG,Jul 21 - TOTAL,Aug 21 -LEAD,Aug 21 - LAG,Aug 21 - TOTAL,Sep 21 -LEAD,Sep 21 - LAG,Sep 21 - TOTAL,Oct 21 -LEAD,Oct 21 - LAG,Oct 21 - TOTAL,Nov 21 -LEAD,Nov  21 - LAG,Nov  21 - TOTAL,Dec 21 - LEAD,Dec 21 - LAG,Dec 21 - Total,Jan 22 - LEAD,Jan 22 - LAG,Jan 22 - Total,Feb 22 - LEAD,Feb 22 - LAG,Feb 22 - Total,Mar 22 - LEAD,Mar 22 - LAG,Mar 22 - Total,Apr 22 - LEAD,Apr 22 - LAG,Apr 22 - Total,May 22 - LEAD,May 22 - LAG,May 22 - Total,Jun 22 - LEAD,Jun 22 - LAG,Jun 22 - Total,Jul 22 - LEAD,Jul 22 - LAG,Jul 22 - Total,Aug 22 - LEAD,Aug 22 - LAG,Aug 22 - Total,Sep 22 - LEAD,Sep 22 - LAG,Sep 22 - Total,Oct 22 - LEAD,Oct 22 - LAG,Oct 22 - Total,Nov 22 - LEAD,Nov 22 - LAG,Nov 22 - Total,Dec 22 - LEAD,Dec 22 - LAG,Dec 22 - Total,Jan 23 - LEAD,Jan 23 - LAG,Jan 23 - Total,Feb 23 - LEAD,Feb 23 - LAG,Feb 23 - Total,Mar 23 - LEAD,Mar 23 - LAG,Mar 23 - Total,Apr 23 - LEAD,Apr 23 - LAG,Apr 23 - Total,May 23 - LEAD,May 23 - LAG,May 23 - Total,June 23 - LEAD,June 23 - LAG,June 23 - Total,July 23 - LEAD,July 23 - LAG,July 23 - Total,Aug 23 - LEAD,Aug 23 - LAG,Aug 23 - Total,Sep 23 - LEAD,Sep 23 - LAG,Sep 23 - Total,Oct 23 - LEAD,Oct 23 - LAG,Oct 23 - Total,Nov 23 - LEAD,Nov 23 - LAG,Nov 23 - Total,Dec 23 - LEAD,Dec 23 - LAG,Dec 23 - Total,Jan 24 - LEAD,Jan 24 - LAG,Jan 24 - Total,Feb 24 - LEAD,Feb 24 - LAG,Feb 24 - Total,Mar 24 - LEAD,Mar 24 - LAG,Mar 24 - Total,Apr 24 - LEAD,Apr 24 - LAG,Apr 24 - Total,May 24 - LEAD,May 24 - LAG,May 24 - Total,June 24 - LEAD,June 24 - LAG,June 24 - Total,July 24 - LEAD,July 24 - LAG,July 24 - Total,Aug 24 - LEAD,Aug 24 - LAG,Aug 24 - Total,Sep 24 - LEAD,Sep 24 - LAG,Sep 24 - Total,Oct 24 - LEAD,Oct 24 - LAG,Oct 24 - Total,Nov 24 - LEAD,Nov 24 - LAG,Nov 24 - Total,Dec 24 - LEAD,Dec 24 - LAG,Dec 24 - Total
64,NELC,SIZB_01Z,D,M,93901.75,760.95,94662.7,106528.85,1409.2,107938.05,81702.35,1696.85,83399.2,18437.85,295.3,18733.15,34655.25,2513.2,37168.45,36471.85,2801.4,39273.25,21026,4950.05,25976.05,38806.75,3699.25,42506,23948.55,6192.45,30141,16142.3,5555.9,21698.2,25177,5070.8,30247.8,37647.55,3471.85,41119.4,13861.15,1559.4,15420.55,,,,0,0,0,0,0,0,13744.45,564.9,14309.35,54736.4,2201.05,56937.45,52430.85,2661,55091.85,34072.4,3333.8,37406.2,41067.85,5245.25,46313.1,30521.65,5339.45,35861.1,32472.15,4699.8,37171.95,42389.8,5182.05,47571.85,35033.55,8142.25,43175.8,39930.15,5853.35,45783.5,11975.9,11252.8,23228.7,13683.1,7937.45,21620.55,43898.25,5921.9,49820.15,43325.4,7746.35,51071.75,39570.4,22771.85,62342.25,22356.1,46242.2,68598.3,56063.5,5861.55,61925.05,29831.95,10495.25,40327.2,24400.2,4025.2,28425.4,0,22.15,22.15,0,0,0,28398.05,3595.25,31993.3,52237.85,1078.7,53316.55,76494.8,4627.2,81122,79229.85,2148.25,81378.1,53510.3,7194.9,60705.2,77807.7,2304.7,80112.4,50077.95,8340.35,58418.3,53014.65,10069.4,63084.05,97463.95,1183.95,98647.9,60293.95,4083.7,64377.65,38005.6,13118.1,51123.7,77240.3,2038.05,79278.35,95873,2301.75,98174.75,69268.75,4173.5,73442.25,83040.05,3812.6,86852.65,81540.7,2958.95,84499.65,87813,5285.6,93098.6,1755.25,736.75,2492,0,0,0,24499.55,4601.75,29101.3
65,NELC,SIZB_02Z,D,M,96338.45,400.65,96739.1,21059.05,2.5,21061.55,0,0,0,53246,1967.85,55213.85,25482.6,613.4,26096,20162.95,1372.2,21535.15,23335.05,6509.9,29844.95,34156.75,4290.85,38447.6,22128.8,8125.8,30254.6,16607.4,5972.65,22580.05,26894.4,4133.5,31027.9,38941.85,4376.35,43318.2,18164.65,2217.4,20382.05,,,,0,0,0,3.05,0.65,3.7,20088.5,375.35,20463.85,57608.65,1659.15,59267.8,55200.8,2956.25,58157.05,37542.85,5935.3,43478.15,45671.9,3293.85,48965.75,31372.35,4872.95,36245.3,42418.1,3596.05,46014.15,71664.9,0,71664.9,55007.35,2.9,55010.25,66278,0,66278,68250,0,68250,65702.55,0,65702.55,64940.65,0,64940.65,62819.65,0,62819.65,67069.1,0,67069.1,63717.45,0,63717.45,64685.8,0,64685.8,68217.3,0,68217.3,33386.9,0,33386.9,0,0,0,0,0,0,17205.9,1374.05,18579.95,43351.7,2865.15,46216.85,60396.2,3241,63637.2,72318.95,2277.8,74596.75,52257.45,8437.9,60695.35,75265.1,2823.9,78089,49650.2,8449.55,58099.75,50373.2,11274.35,61647.55,95059.95,1136.4,96196.35,68651.85,5333.45,73985.3,41427.25,11700.9,53128.15,74212.7,1454.65,75667.35,109274,1325.75,110599.75,72740.7,2424.05,75164.75,80791.5,2964.05,83755.55,83366.55,7358.5,90725.05,109550.5,380.15,109930.65,32664.45,1641.5,34305.95,0,0,0,48595.15,9743.45,58338.6
66,NELC,TORN_01Z,D,SC,73760.95,844.9,74605.85,89556.65,56.3,89612.95,76976.5,203.85,77180.35,64473.05,360.7,64833.75,61830.4,881,62711.4,46815.45,2576.2,49391.65,39569.5,588.85,40158.35,20750.25,5442.4,26192.65,59595.45,350.05,59945.5,34705,384.3,35089.3,0,0,0,0,0,0,20083.75,0,20083.75,76047,960.5,77007.5,42850.45,119.05,42969.5,42532.05,0,42532.05,91050.35,3040.95,94091.3,66383.85,4856.55,71240.4,7687.35,105.2,7792.55,37227.5,4804,42031.5,50826.5,3244.4,54070.9,2256.75,378.05,2634.8,35714.7,1579.9,37294.6,54267.8,1723.35,55991.15,35954.85,1545.25,37500.1,73526.45,9483.8,83010.25,89027.3,87.2,89114.5,109586.7,3278.15,112864.85,29155.95,21.8,29177.75,94424.15,114.65,94538.8,67482.55,667.65,68150.2,54947.4,491.05,55438.45,86398.1,204.6,86602.7,85981.55,1123.6,87105.15,14616.15,175.6,14791.75,103424.55,664.8,104089.35,146505.05,0,146505.05,125217.65,31.05,125248.7,55537.65,100.5,55638.15,106073.95,3.35,106077.3,81309.05,211.45,81520.5,52704.9,1475.65,54180.55,10608,3.7,10611.7,105495.45,71.15,105566.6,81302.5,1722.1,83024.6,111770.3,0,111770.3,82424.25,0.35,82424.6,60369.65,635.7,61005.35,15508.05,0,15508.05,0,0,0,12026.2,5.85,12032.05,102832.65,104.7,102937.35,87754.1,705.6,88459.7,72929.15,129.7,73058.85,22750.95,729.35,23480.3,63899.7,5.55,63905.25,49106.7,1394.25,50500.95
67,NELC,TORN_02Z,D,SC,80228.85,760.85,80989.7,95865.25,76.3,95941.55,52963.35,1550.5,54513.85,61960.5,1416.75,63377.25,85416.85,273.25,85690.1,41501.7,3570.45,45072.15,45646.45,1212.25,46858.7,17270.2,9483.55,26753.75,57510.05,971.45,58481.5,54979.7,4229.55,59209.25,38174.1,6090.15,44264.25,58816.05,7434.6,66250.65,57477.45,4806.65,62284.1,15318.95,21.65,15340.6,74924.85,268.8,75193.65,69796.15,364.65,70160.8,40796.85,271.45,41068.3,74753.05,685.2,75438.25,48059.3,1682.3,49741.6,6757.1,752.45,7509.55,53359.35,3542.8,56902.15,49588.8,4035.6,53624.4,10706.25,1136.35,11842.6,56951.1,1770.6,58721.7,80771.3,4214.1,84985.4,10958.75,70.9,11029.65,0,0,0,0,0,0,85251.4,99.8,85351.2,39573.3,1534.2,41107.5,47450.8,1640.8,49091.6,81404.4,507.6,81912,70058.85,147.7,70206.55,37723.2,2077.2,39800.4,99157.15,47.3,99204.45,95239.5,1251.2,96490.7,17219.9,272.9,17492.8,113754.6,19.95,113774.55,117215.9,73.3,117289.2,64299.75,54.8,64354.55,66620.8,52.35,66673.15,67492.9,264.8,67757.7,82590.2,418.75,83008.95,45099.6,48.15,45147.75,28329.3,260.1,28589.4,84246.95,0.1,84247.05,77317.95,139.15,77457.1,90854.8,55.1,90909.9,79201.25,2274.6,81475.85,157839.9,0.15,157840.05,112381,37.35,112418.35,8204.85,202.4,8407.25,32404.45,703.6,33108.05,93235.55,0,93235.55,55927.55,906.35,56833.9,46325.5,483.9,46809.4,21300.8,852.15,22152.95
68,NGPS,DINO_01Z,D,N,15947.75,505.45,16453.2,16260.55,415.55,16676.1,14566.95,163.9,14730.85,15412,231.3,15643.3,18113.55,288.35,18401.9,6515.35,213.3,6728.65,1332.7,0,1332.7,1346.15,0,1346.15,1459.35,0,1459.35,1399.75,0,1399.75,1233,0,1233,1282.7,0,1282.7,1242.5,0,1242.5,398.35,0,398.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,5.4,1183.6,0,1183.6,1516.5,0,1516.5,1365.65,0,1365.65,1329.6,0,1329.6,1461.55,0,1461.55,1462.3,0,1462.3,1351.75,0,1351.75,492.9,0,492.9,511.85,0,511.85,1299.45,0,1299.45,1213.5,0,1213.5,679.65,0,679.65,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.4,656.85,0,656.85,1342.25,0,1342.25,1255.75,0,1255.75,1000.4,0,1000.4,366.75,0.05,366.8,14667.7,632.55,15300.25,1455.4,14.1,1469.5,9150.65,425.45,9576.1,19025.7,955.2,19980.9,17898.2,541.65,18439.85,12389.15,660.8,13049.95,16212.5,749.3,16961.8,9724.7,1738.1,11462.8,14935.35,721.2,15656.55,13167.95,662.65,13830.6,14594.1,244.4,14838.5
69,NGPS,DINO_02Z,D,N,8627.85,387.75,9015.6,11091.85,313.7,11405.55,7971.1,49.2,8020.3,11615.4,116.9,11732.3,5804.5,9.35,5813.85,4874.05,66.4,4940.45,5779.65,66.45,5846.1,21930.4,307.9,22238.3,22365.25,163.5,22528.75,16181.6,129.75,16311.35,15726.7,219.5,15946.2,19771.85,353.05,20124.9,8400.55,1570.75,9971.3,5314.6,0.7,5315.3,0,0,0,0,0,0,0,0,0,0,0,0,3167.1,344.7,3511.8,7850.8,174.4,8025.2,17637.45,493.25,18130.7,23485.75,447.65,23933.4,21632.9,345.85,21978.75,22170.65,545.3,22715.95,4666.8,3222.05,7888.85,13826.65,4713.9,18540.55,14681.9,1013.8,15695.7,12841.35,1115.75,13957.1,7693.9,1272.1,8966,10919.95,1000.5,11920.45,7808.2,694.6,8502.8,0,0,0,5877.15,130.3,6007.45,13986.35,581.1,14567.45,14386.15,571.7,14957.85,11661.35,1884.8,13546.15,8575.3,1097.45,9672.75,5696.15,151,5847.15,216.4,0,216.4,0,0,0,0,0,0,339,0,339,54.05,0,54.05,6.4,0,6.4,7998.45,64.95,8063.4,1462.15,276.7,1738.85,8625.3,753.3,9378.6,13616.2,472.55,14088.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.3,177.5,0,177.5
70,NGPS,DINO_03Z,D,N,10212.45,96.95,10309.4,12624.45,97,12721.45,9378.45,115.85,9494.3,3672.55,117.7,3790.25,8805.8,58.1,8863.9,6907,612.75,7519.75,7033.5,760.5,7794,7122.3,87.1,7209.4,10069.35,341.25,10410.6,10136.2,175.25,10311.45,12088,36.25,12124.25,9127.75,69.3,9197.05,5789.8,1221.2,7011,7067.2,498.95,7566.15,7082.7,1268.55,8351.25,11122.4,1596.15,12718.55,12854.25,2409.65,15263.9,8541.55,1553.85,10095.4,6629.35,2097.85,8727.2,6686.35,352.2,7038.55,7151.5,101.4,7252.9,8229.5,158.85,8388.35,7990.7,152.1,8142.8,5105.85,118.35,5224.2,3221.05,2077.75,5298.8,1037.25,1085.5,2122.75,0,0,0,0,0,0,0,0,0,0,0,0,3267.05,129.95,3397,11284.2,312.45,11596.65,15061.15,102.2,15163.35,10422.7,379.65,10802.35,10827.6,394.7,11222.3,8625.8,402.5,9028.3,7862,410.2,8272.2,7645.3,73.65,7718.95,1160.05,0,1160.05,1104.25,0,1104.25,1081,0,1081,9338.35,211.45,9549.8,23983.3,193.05,24176.35,14721.25,94.45,14815.7,14052.55,222.7,14275.25,9473.95,720.55,10194.5,9522.7,114.25,9636.95,12343.35,215.3,12558.65,16703.3,583.25,17286.55,12191.2,326.35,12517.55,13819.7,400.85,14220.55,8985.8,763.7,9749.5,14659.9,473.2,15133.1,9205.55,496.85,9702.4,13039.25,439.6,13478.85,9954.35,499.85,10454.2,18163.95,318.55,18482.5
71,NGPS,DINO_04Z,D,N,7038.75,427.4,7466.15,4447.75,80.95,4528.7,3921.25,252.75,4174,2659.6,153.05,2812.65,7191.2,86.4,7277.6,8664.75,456.9,9121.65,9114.25,347.7,9461.95,11414.45,113,11527.45,26005.65,306.1,26311.75,29715.95,870.55,30586.5,15471.7,116.95,15588.65,16169.45,267.6,16437.05,6365.3,1358.7,7724,14101.5,320.7,14422.2,17119.7,43.6,17163.3,11224.4,142.65,11367.05,10440,191.1,10631.1,12107.55,405.5,12513.05,7881.8,783.4,8665.2,9983.95,530.9,10514.85,12045.25,133.7,12178.95,11365.3,157.55,11522.85,11884.4,224,12108.4,8732.9,336.05,9068.95,4698.7,3064.65,7763.35,6110.35,3168.55,9278.9,2515.75,509.3,3025.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.25,1.4,145.65,2518.95,460.65,2979.6,3602.45,294.6,3897.05,4639,107.3,4746.3,288.55,0,288.55,0,0,0,0,0,0,7347.95,484.2,7832.15,29685.95,109.1,29795.05,17890.05,614.5,18504.55,14812.8,411.5,15224.3,9242.4,642.1,9884.5,8453.3,449.1,8902.4,10475.35,285.65,10761,19287.3,1131.8,20419.1,10630.95,923.5,11554.45,14102.65,665.85,14768.5,7535.75,525.25,8061,14644.7,642.35,15287.05,6072.6,797.15,6869.75,8386,702.85,9088.85,8426.7,387.4,8814.1,15421.9,393.75,15815.65
72,NGPS,DINO_05Z,D,N,14010.75,840.9,14851.65,11505.4,405.35,11910.75,15066.05,322.1,15388.15,11618.35,202.25,11820.6,6692.85,240.05,6932.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.5,0,280.5,11289.95,72.25,11362.2,6545,662.2,7207.2,24625.25,341.7,24966.95,26829.5,142.8,26972.3,10809.3,307.35,11116.65,16938.8,120.55,17059.35,13757.1,377.45,14134.55,10102.15,647.65,10749.8,12496.55,166.9,12663.45,14657.25,249.2,14906.45,11290.85,327.5,11618.35,13057.65,80.6,13138.25,12307.05,282.5,12589.55,5674.15,4252.4,9926.55,7719.9,2565.45,10285.35,9473.3,122.05,9595.35,6802.15,188.1,6990.25,9515.1,379.95,9895.05,6963.05,936.65,7899.7,10903.05,1285.75,12188.8,15663.8,431.4,16095.2,15031.95,447.35,15479.3,16180.45,502,16682.45,8374.55,321.8,8696.35,5647.35,233.1,5880.45,3486.5,460.8,3947.3,4080.95,142.8,4223.75,901.15,0,901.15,1176.2,0,1176.2,1171.45,0,1171.45,658.8,0,658.8,0,0,0,0,0,0,6825.7,145.7,6971.4,9853.15,1105.5,10958.65,6768.8,108.15,6876.95,10567.55,256.8,10824.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,NGPS,DINO_06Z,D,N,15891.2,547.05,16438.25,6767.65,128.55,6896.2,0,0,0,2661.7,1.8,2663.5,9027.2,149.5,9176.7,8282.1,428.8,8710.9,13470.35,341.75,13812.1,14973.8,113.05,15086.85,19143.1,85.7,19228.8,14985.7,229.1,15214.8,11122.8,34.4,11157.2,4274.1,128.75,4402.85,5683.4,1319.15,7002.55,13402.05,153.25,13555.3,17419.4,83.05,17502.45,9679.7,264.45,9944.15,11875.5,253.05,12128.55,10704.3,409.3,11113.6,10935.95,2585.25,13521.2,22949.55,179.3,23128.85,22755.75,325.95,23081.7,15571.3,207.5,15778.8,12918.25,182.9,13101.15,10799.7,98.2,10897.9,7274.85,2589.1,9863.95,10241.85,2016.1,12257.95,11381.05,731.45,12112.5,9859.7,593.3,10453,7750.15,736.55,8486.7,6233.4,723.4,6956.8,8439.6,616.05,9055.65,10267.7,633.8,10901.5,13024.35,215.55,13239.9,9283.9,439.55,9723.45,9097.85,316,9413.85,5068.55,657.45,5726,2716.05,363.5,3079.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21033.45,111.55,21145,15549.45,518.95,16068.4,15450.5,716.9,16167.4,8544.75,508.7,9053.45,9788.95,371.55,10160.5,10802.45,589.7,11392.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,NGPS,FFES_01Z,D,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.25,9.95,56.2,8.51,2.1,10.61,35.34,4.13,39.47,32.81,2.02,34.83,94.58,1.08,95.66,0,0,0,7.59,125.49,133.08,433.63,116.99,550.62,43.38,1.32,44.7,2044.04,166.49,2210.53,1701.43,254.86,1956.29,2266.14,575.21,2841.35,2204.52,305.7,2510.22,1295.1,420.11,1715.21,1363.44,332.05,1695.49,1514.19,355.24,1869.43,2134.75,44.56,2179.31,1557.97,137.66,1695.63,1475.54,315.23,1790.77,678.22,38.17,716.39,1623.84,20.02,1643.86,1806.53,160,1966.53,2030.12,251.74,2281.86,1735.94,109.39,1845.33,1764.19,41.93,1806.12,1626.45,59.13,1685.58,1841.27,150.14,1991.41,1055.88,241.69,1297.57,3187.45,310.21,3497.66,2647.32,413.16,3060.48,3079.6,240.35,3319.95,1334.64,158.43,1493.07,2953.73,495.83,3449.56,2039.65,574.69,2614.34,2335.99,490,2825.99,2475.91,449.92,2925.83,1691.51,483.9,2175.41,2128.22,451.27,2579.49,2689.43,352.16,3041.59,1745.45,372.85,2118.3,1984.5,456.61,2441.11,1381.23,363.21,1744.44,1111.83,130.96,1242.79,699.54,78.03,777.57,1236.67,117.93,1354.6,0,0,0,0,0,0
75,NGPS,FFES_02Z,D,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.1,9.94,56.04,0,0,0,0,0,0,0,0,0,231.66,248.14,479.8,16.82,76.6,93.42,51.38,67.24,118.62,224.82,36.02,260.84,32.3,3,35.3,1382.51,163.49,1546,1631.79,418.66,2050.45,1965.8,181.13,2146.93,1240.06,141.01,1381.07,1050.52,139.25,1189.77,2066,97.27,2163.27,1756.92,192.58,1949.5,2115.69,368.21,2483.9,2262.53,226.71,2489.24,1904.58,116.72,2021.3,913.31,90.23,1003.54,2792.65,166.25,2958.9,1181.53,63.35,1244.88,2352.51,135.64,2488.15,1738.67,33.01,1771.68,1132.18,115.01,1247.19,1175.04,126.35,1301.39,1141.09,282.59,1423.68,1379.72,224.39,1604.11,910.71,221.53,1132.24,2999.68,371.73,3371.41,2570.16,301.04,2871.2,963.73,83.41,1047.14,625.71,59.36,685.07,58.98,0.57,59.55,3342.24,118.88,3461.12,2638.25,140.54,2778.79,1618.71,150.7,1769.41,2526.93,81.7,2608.63,3383.39,205.88,3589.27,2583.8,78.31,2662.11,2581.84,221.01,2802.85,2320.96,164.84,2485.8,2229.22,175.43,2404.65,1003.15,231.84,1234.99,14.73,0.04,14.77,1170.74,49.67,1220.41,5636.23,262.02,5898.25
76,NGPS,FFES_03Z,D,N,2046.29,259.51,2305.8,2271.52,495.64,2767.16,2738.5,280.9,3019.4,2674.98,345.4,3020.38,1335.83,198.49,1534.32,2430.66,457.24,2887.9,1645.65,365.21,2010.86,2735.21,513.65,3248.86,2240.02,341.3,2581.32,2843.74,399.6,3243.34,1833.08,258.65,2091.73,2027.03,288.15,2315.18,1874.62,784,2658.62,289.08,71.57,360.65,0,0,0,0,0,0,2950.18,329.77,3279.95,2117.05,1070.58,3187.63,1515.95,764.59,2280.54,0,0,0,0,0,0,0,0,0,0,0,0,381.6,4.49,386.09,204.3,4.32,208.62,916.37,93.14,1009.51,1631.62,13.61,1645.23,2414.54,128.01,2542.55,1447.46,15.35,1462.81,19.52,248.9,268.42,845.4,294.83,1140.23,1720.08,287.93,2008.01,0,0,0,2132.55,1286.88,3419.43,985.2,306,1291.2,108.94,58.44,167.38,0,0,0,1505.53,1043,2548.53,531.04,200.01,731.05,0,0,0,0,0,0,0,0,0,229.14,19.48,248.62,0,0,0,0,0,0,0,0,0,0,0,0,72.06,91.19,163.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,NGPS,FFES_04Z,D,N,2665.45,317.6,2983.05,2656.53,427.13,3083.66,4195.21,239.29,4434.5,3747.25,292.3,4039.55,1901.92,251.48,2153.4,3423.84,394.79,3818.63,4008.37,232.41,4240.78,4136.2,600.06,4736.26,3685.24,356.46,4041.7,3988.1,452.82,4440.92,2857.35,296.5,3153.85,2989.14,416.08,3405.22,3167.04,282.23,3449.27,3613.84,438.01,4051.85,4080.22,353.66,4433.88,3782.55,495.32,4277.87,3699.94,216.03,3915.97,4671.8,63.6,4735.4,4172.88,228.31,4401.19,2455.76,73.52,2529.28,2544.19,84.21,2628.4,2348.01,24.2,2372.21,2739.17,65.73,2804.9,1461.32,50.15,1511.47,0.1,0.07,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1674.37,8.98,1683.35,3144.83,21.77,3166.6,1673.97,0.38,1674.35,2665.74,5.54,2671.28,1398.58,7.34,1405.92,2617.67,30.76,2648.43,3945.53,388.28,4333.81,3688.77,264.41,3953.18,3402.63,211.34,3613.97,3400.75,240.25,3641,4709.89,144.38,4854.27,2575.09,45.54,2620.63,0,0,0,0,0,0,0,0,0,49.01,0.74,49.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,NTGL,KILNS01Z,D,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,PETE,PETEM01Z,D,M,22.82,0,22.82,61.16,0,61.16,0,0,0,6.19,0.39,6.58,0,0,0,62.01,1.56,63.57,110.01,0,110.01,312.88,0.15,313.03,501.95,0.54,502.49,144.25,0.01,144.26,65.87,0,65.87,99.43,1.97,101.4,367.96,0.66,368.62,56.09,0.94,57.03,69.72,0,69.72,47.7,0.01,47.71,41.38,0,41.38,1511.19,0.27,1511.46,74.88,0,74.88,729.62,0.01,729.63,502.45,0,502.45,550.9,0.01,550.91,63.37,0,63.37,21.87,0,21.87,93.91,0,93.91,0,0,0,0,0,0,27.77,0,27.77,0,0,0,186.83,0,186.83,0,0,0,276.89,0.32,277.21,386.5,0.1,386.6,276.16,0.44,276.6,0,0,0,58.13,0,58.13,35.05,0,35.05,78.33,0,78.33,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,0.02,0,0,0,0,0.03,0.03,0,0.03,0.03,32.23,0.01,32.24,44.61,0,44.61,0,0,0,0,0.94,0.94,0,0,0,0,0,0,0,0.05,0.05
80,PGEN,GRAI_06Z,D,S,40662.5,2268.2,42930.7,38182.25,3315,41497.25,30349.8,2149,32498.8,39154.6,2349.3,41503.9,12557.55,1544.2,14101.75,19585.9,3066.9,22652.8,20095.6,2787.55,22883.15,15751,3465.15,19216.15,13635.45,3877.55,17513,7169.55,5309.75,12479.3,16647.95,3298.3,19946.25,23725.25,3046.9,26772.15,15896.5,2204.85,18101.35,24833.6,2702.45,27536.05,4718.9,367.1,5086,31187.7,1275.8,32463.5,12420.05,3135.85,15555.9,0.45,1616.7,1617.15,10228.45,1417.25,11645.7,24681.1,2187.25,26868.35,20205.55,2430.45,22636,20379.2,2141.2,22520.4,13224.2,1855.55,15079.75,15855.05,2701.25,18556.3,25427.9,1736.75,27164.65,8741.8,1410.75,10152.55,5785.75,3385.15,9170.9,10964.5,2528.9,13493.4,24190.95,4007.5,28198.45,10763.35,2679.2,13442.55,11918.4,4111.8,16030.2,15463.45,5883.2,21346.65,13872.15,1285.7,15157.85,4880.2,2503.45,7383.65,12538.1,2677.1,15215.2,20125.1,2207.2,22332.3,34109.7,2058.65,36168.35,27793.25,2234.25,30027.5,1736.8,81.45,1818.25,0,0,0,20983.05,676.65,21659.7,32220.8,2741.7,34962.5,28715.65,1487.95,30203.6,19434.65,3804.8,23239.45,15252.9,1926.15,17179.05,18699.25,2422.4,21121.65,17547.35,2295.45,19842.8,20326.45,4345.85,24672.3,9218.15,2321.55,11539.7,30659.35,2733.2,33392.55,19691.8,2901.45,22593.25,13382,3413.7,16795.7,7692.8,2905.15,10597.95,18162.05,3218.4,21380.45,19767.45,3081,22848.45,19962.65,2839.6,22802.25,21951.15,2368.45,24319.6
